shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Nike Air Zoom Pegasus 37 Betrue (2020), Nike, CV0266-001, 130, 118, 80, 80, 6374fd7803a96e36ed3d395c, Nike Air Zoom Pegasus 37, Black/Multi-Color-White, 2020-10-08, Celebrating the LGBT community the Air Zoom Pegasus 37 'Be True' sports a vibrant colorway. The shoe's textile upper emerges with a black base highlighted by a gradient mix of rainbow hues throughout its construction including on the Swoosh. The tongue and heel both sport 'Be True' branding while the Air Zoom branding on the midsole includes a rainbow flag. The technology itself emerges inside the React foam midsole for cushioning.
Nike Challenger Peace, Love & Basketball, Nike, DC1413-100, 90, 301, 109, 109, 6374fd7803a96e36ed3d395e, Nike Challenger, White/Speed Yellow-Game Royal-Black-Game Royal, 2020-10-01, Drawing from San Francisco in the 60s the Challenger OG 'Peace Love and Basketball' brings a vibrant look to its vintage running construction. Built with a mesh base suede overlays the forefoot eyestay and heel with the heel also sporting Nike's retro smiley face logo. The Swoosh and heel patch instead emerge in pebbled leather while underfoot Air in the midsole provides cushioning. A rubber waffle outsole provides traction.
Nike ACG Moc 3.0 Tie-Dye, Nike, CW2463-300, 100, 60, 38, 38, 6374fd7803a96e36ed3d3960, Nike ACG Moc 3.0, Green Strike/Vivid Purple, 2020-05-14, A vibrant look the ACG Moc 3.0 'Tie-Dye' released in May 2020. Built with quilted textile the upper sports a tie-dye pattern throughout its construction which includes a mesh window on the medial side for breathability. Tongue and heel pull-loops provide easy on and off while underfoot a speckled foam midsole provides cushioning.
Nike Air Zoom Pegasus 37 Iron Grey, Nike, BQ9646-009, 120, 84, 60, 60, 6374fd7803a96e36ed3d3967, Nike Air Zoom Pegasus 37, Iron Grey/Particle Grey-Photon Dust-Light Smoke Grey, 2020-04-28, The Air Zoom Pegasus 37 'Particle Iron Grey' brings a greyscale colorway to its lightweight performance construction. Built with one-piece textile the upper includes translucent mesh paneling for breathability. Internal midfoot bands are integrated into the lacing system while underfoot a React foam midsole incorporates Zoom Air in the forefoot to provide cushioning.
Nike Daybreak Type Burgundy Royal, Nike, CJ1156-600, 90, 80, 49, 49, 6374fd7803a96e36ed3d3969, Nike Daybreak Type, Deep Burgundy/Light Smoke Grey-Varsity Royal-White-Black, 2020-06-29, A vintage runner the Daybreak Type 'Red Racer Blue' emerges with vibrant color-blocking. The shoe's upper is built with semitranslucent mesh finished in Team Red with Racer Blue on the tongue heel and suede forefoot. Teal marks the stitching Swoosh and inner lining while the heel and tongue tag include N.354 branding. Underfoot a black rubber waffle outsole provides traction.
Nike Air Zoom Pegasus 37 Premium Barely Rose (W), Nike, CQ9977-600, 120, 101, 86, 86, 6374fd7803a96e36ed3d396a, Nike Air Zoom Pegasus 37, Barely Rose/Pink Blast-Atomic Pink-Bright Spruce, 2020-08-07, The Wmns Air Zoom Pegasus 37 Premium 'Barely Rose Spruce' sports vibrant accents on its modern performance construction. The shoe's mesh upper appears primarily in Barely Rose with orange and green highlighting the internal bands worked into the lacing system. The lateral side sports double Swoosh branding while underfoot the midsole houses Zoom Air for cushioning with Pink Blast further accenting the lateral side.
Nike Joyride CC Anthracite Volt Black, Nike, CJ5632-001, 140, 85, 140, 140, 6374fd7803a96e36ed3d3974, Nike Joyride CC, Anthracite/Volt-Volt-Black, 2020-06-04, The Joyride CC 'Black Volt' sports a simple colorway with vibrant accents. Built with stretchy textile the upper is overlaid by tonal synthetic leather. Volt brings color to the heel and tongue lining while underfoot the white midsole houses NRGY Beads in further Volt to provide cushioning. A rubber outsole is included for traction.
Nike Air Zoom Pegasus 37 Be True (2020) (W), Nike, CZ5923-001, undefined, 76, 55, 55, 6374fd7803a96e36ed3d3977, Nike Air Zoom Pegasus 37, Black/Multi-Color-White, 2020-06-22, The Air Zoom Pegasus 37 'Be True' released as part of Nike's 2020 Pride collection. Built with a black textile base the upper is highlighted by a rainbow gradient throughout matched by the Swoosh branding. The tongue and heel sport 'Be True' as does the React foam midsole underfoot. Zoom Air in the forefoot provides further cushioning.
Nike ACG Moc 3.0 Midnight Navy Sanded Purple, Nike, CT3302-400, 90, 75, 50, 50, 6374fd7803a96e36ed3d397b, Nike ACG Moc 3.0, Midnight Navy/Sanded Purple, 2020-05-14, The ACG Moc 3.0 'Midnight Navy' was designed in Oregon. The shoe's slip-on construction sports a quilted textile upper in Midnight Navy with mesh on the medial side for breathability. Tongue and heel pull-loops provide easy on and off while underfoot a foam midsole provides cushioning. The outsole incorporates black rubber at the toe and heel.
Nike Venture Runner N7 (2020), Nike, CV8983-001, 80, 84, 70, 70, 6374fd7803a96e36ed3d397d, Nike Venture Runner, Spruce Aura/Flash Crimson-Black-Blue Void, 2020-06-21, Part of Nike's summer 2020 collection the Venture Runner 'N7' celebrates Native American and Indigenous communities in North America. Drawing from medicinal plants the shoe features a floral print throughout its textile construction. Supported by suede overlays and a TPU heel counter the classic midsole houses the usual visible Air in the heel for cushioning.
Nike Air Huarache Run FB Black Poison Green, Nike, 705070-001, 110, 177, 325, 325, 6374fd7803a96e36ed3d397e, Nike Air Huarache Run, Black/Poison Green-Aluminum, 2015-01-01, The Air Huarache ‘Poison Green’ highlights the shoe’s molded heel cage by coating the structural component in a vibrant green hue. It stands out against a monochromatic black backdrop which includes the shoe’s mesh toe neoprene interior bootie synthetic suede overlays and sculpted foam midsole. Underfoot the rubber outsole is finished in unexpected light blue.
Nike ZoomX Vista Grind Black Pink (W), Nike, BQ4800-001, 160, 80, 70, 70, 6374fd7803a96e36ed3d397f, Nike ZoomX Vista Grind, Off Noir/Black-Teal Nebula-White, 2019-10-01, Innovation comes to the forefront in Nike Women's ZoomX Vista Grind which showcases revoltionary design grounded in running-shoe DNA. Released in October 2019 this women's version displays an Off Noir textile upper accented with delineated Swooshes a synthetic toe cap and vintage tongue emblem. Molded eyestays and a TPU heel clip boost the utility look. A Zoom X-cushioned heightened midsole and translucent rubber outsole fuse street style and fashion-forward vibes.
Nike Air Skarn Black Habanero Red, Nike, CD2189-001, 120, 119, 60, 60, 6374fd7803a96e36ed3d3981, Nike Air Skarn, Black/Habanero Red-Imperial Blue, 2020-01-01, Dropping in October 2019 the Nike ACG Air Skarn 'Habanero Red' offers a modern interpretation of the outdoor sneaker originally released in 1997. This lighter-weight version makes use of a black textile upper with contrast blue stitching and matching black overlays for added durability. The speckled foam midsole features encapsulated Nike Air cushioning and extra lateral support at the midfoot.
Nike Joyride CC3 Setter White Monsoon Blue, Nike, AT6395-102, 180, 165, 108, 108, 6374fd7803a96e36ed3d3988, Nike Joyride CC3 Setter, White/Vast Grey/Atmosphere Grey/Monsoon Blue, 2020-02-04, The Joyride CC3 Setter 'Vast Grey' brings a largely neutral look to its performance construction. The shoe's upper is built with mesh finished in white and complemented by textured and semitranslucent overlays. Hits of red highlight the look while a padded collar and deconstructed tongue support the fit. Underfoot the midsole houses a series of beads for cushioning.
Nike Joyride Nova Black (GS), Nike, AQ3141-001, 120, 59, 60, 60, 6374fd7803a96e36ed3d398d, Nike Joyride Nova, Black/Volt/White, 2019-08-15, The Joyride Nova GS 'Black' is a grade-school exclusive with a bold construction and a subdued colorway. The shoe's slip-on neoprene bootie upper appears in black supported by a padded collar midfoot strap and molded side panels contrasted by white hits on the branding. Mesh at the forefoot is included for breathability while underfoot a black Joyride midsole includes visible TPE beads in the heel for cushioning. A rubber outsole provides traction.
Nike Air Footscape Woven Chukka Rainbow, Nike, 525250-111, 150, 527, 800, 800, 6374fd7803a96e36ed3d3996, Nike Air Footscape Woven Chukka, Sail/Sail-White, 2012-08-31, The Air Footscape Woven Chukka PRM QS dresses the mid-top silhouette in an off-white suede upper dominated by woven detailing in rainbow hues. Details include offset lacing for an optimal fit and stretchy neoprene collar for easy on and off. A lightly speckled Free-inspired midsole features flex grooves to accommodate the natural motion of the foot.
Nike Air Tailwind 79 Hydrogen Blue, Nike, 487754-410, 90, 142, 100, 100, 6374fd7803a96e36ed3d399a, Nike Air Tailwind 79, Royal/White/Habanero Red/Hydrogen Blue, 2020-04-21, The Air Tailwind 79 'Hydrogen Blue' brings a subdued colorway to its retro running construction. Built with mesh the upper appears in Game Royal overlaid by light blue suede and leather on the Swoosh and heel patch. Underfoot the midsole houses Air for cushioning giving way to a waffle traction pattern on the rubber outsole.
Nike Air Max Zephyr Photon Dust (GS), Nike, CN8511-002, 140, 123, 130, 130, 6374fd7803a96e36ed3d399b, Nike Air Max Zephyr, Photon Dust/Black-Volt-Hyper Pink, 2020-12-02, The Air Max Zephyr GS 'Photon Dust Pink' is a grade-school shoe with vibrant accents. Built with mesh the shoe's upper features a Photon Dust base highlighted by Hyper Pink no-sew overlays and Volt upper eyelets while inflated Air pods at the tongue and side wall support the fit. A heel pull-loop provides easy on and off while underfoot a 720 Max Air unit provides cushioning.
Nike Zoom Fly 3 Photon Dust (W), Nike, CJ0404-001, 160, 149, 194, 74, 6374fd7803a96e36ed3d39a0, Nike Zoom Fly 3, Photon Dust/Team Orange-Psychic Blue-White, 2020-04-24, The Wmns Zoom Fly 3 'Photon Team Orange' is a long-distance shoe with a pastel look. Inspired by the Nike Vaporfly the shoe's upper is built with Vaporweave finished in a translucent fashion that showcases the internal arch band that's integrated into the lacing system. Underfoot the React foam midsole provides cushioning working with a carbon fiber plate for stability.
Nike Cortez Basic Leather South Beach, Nike, BV2527-400, 80, 350, 195, 94, 6374fd7803a96e36ed3d39ac, Nike Cortez, Blue Gale/Black-Laser Fuchsia, 2018-11-05, The Nike Cortez Basic Leather ‘South Beach’ name stems from its distinctive color palette combining a Blue Gale leather upper with contrasting pops of Laser Fuchsia on the laces and midsole. Those vibrant hues are offset by basic black on the eyestay heel tab toe overlay and leather Swoosh. Underneath it all a rubber herringbone outsole delivers traction.
Nike Vista Lite University Blue Ghost Green (W), Nike, CW5579-400, 110, 125, 90, 39, 6374fd7803a96e36ed3d39b1, Nike Vista Lite, University Blue/Speed Yellow-White-Ghost Green, 2020-05-07, The Wmns Vista Lite 'Flower Prints' is a women's shoe with unique detailing. The shoe's upper is built with mesh finished in University Blue and accented by floral graphics. Zigzag stitching adds to the aesthetic while colorful pull-loops provide easy on and off. A Swoosh stands out on the side wall while underfoot a one-piece foam midsole includes an angular heel for a more natural stride.
Nike Air Zoom Pegasus 37 Champagne (W), Nike, BQ9647-601, 120, 82, 50, 50, 6374fd7803a96e36ed3d39b8, Nike Air Zoom Pegasus 37, Champagne/White-Barely Rose, 2020-04-28, The Wmns Air Zoom Pegasus 37 'Champagne' brings a neutral look to the modern performance runner. Built with lightweight textile and semitranslucent mesh paneling the upper appears entirely in Champagne and Barely Rose. Underfoot the React foam midsole works with a Zoom Air unit in the forefoot to provide cushioning.
Nike React Miler Black Laser Crimson, Nike, CW1777-001, 130, 94, 70, 70, 6374fd7803a96e36ed3d39b9, Nike React Miler, Black/Laser Crimson/Oil Green/White, 2020-04-27, The React Miler 'Laser Crimson' features a classic colorway with vibrant accents. The shoe's upper is built with mesh finished in black with tonal no-sew overlays. Reflective detailing accents the look as do the Laser Crimson hits throughout. A heel pull-loop provides easy on and off while underfoot a React foam midsole includes an angular heel for a more natural stride.
Nike Air Huarache Run Print Aloha (W), Nike, 725076-601, 110, 179, 80, 80, 6374fd7803a96e36ed3d39ba, Nike Air Huarache Run, University Red/True Yellow-Sail-Black, 2015-06-08, The Wmns Huarache Run Print 'Aloha' works an Aloha print subtly into its running design. The textured red leather and neoprene upper which also includes mesh at the toe sports a vibrant print underneath its overlays and heel counter. A Sail midsole houses Air cushioning while a black outsole provides traction.
Nike Joyride Dual Run White Black Multi, Nike, CV9304-100, 130, 173, 88, 65, 6374fd7803a96e36ed3d39bc, Nike Joyride Dual Run, Summit White/Hyper Turquoise-Blue Fury-Black, 2020-05-14, The Joyride Dual Run 'A.I.R.' released as part of Nike's Aritist in Residence series. Featuring input from A. Savage the shoe's upper sports colorful overlays drawing from national flags and costumes. Built with perforated mesh the upper is supported underfooted by a foam midsole that houses NRGY beads for cushioning.
Nike Air Zoom Pegasus 37 Black Valerian Blue Ghost Green, Nike, BQ9646-001, 120, 94, 74, 74, 6374fd7803a96e36ed3d39c7, Nike Air Zoom Pegasus 37, Black/Valerian Blue-Spruce Aura-Ghost Green, 2020-04-28, The Air Zoom Pegasus 37 'Valerian Blue' brings a subtly colorful palette to its performance build. The shoe's upper is built with textile finished in black and Valerian Blue. A Ghost Green Swoosh accents the side wall while internal bands are worked into the lacing system. Underfoot the React midsole houses Zoom Air for cushioning.
Nike Joyride Dual Run White Black Laser Crimson (W), Nike, CW5634-100, 130, 192, 145, 145, 6374fd7803a96e36ed3d39ca, Nike Joyride Dual Run, White/Pink Foam-Psychic Blue-Laser Crimson, 2020-04-24, The Wmns Joyride Dual Run 'White Pink Crimson' highlights its unique tooling with vibrant accents. Underfoot the heel and forefoot of the midsole sport translucent pockets that house tiny foam beads designed to conform over time and create a personalized fit. The upper instead appears with a more neutral base built with textile and sporting a heel pull-loop for easy on and off.
Nike Air Zoom Wildhorse 6 Sequoia, Nike, BV7106-300, 130, 125, 110, 110, 6374fd7803a96e36ed3d39d0, Nike Air Zoom Wildhorse 6, Sequoia/Medium Olive-Cerulean-Topaz Gold, 2020-05-01, The Zoom Wildhorse 6 'Olive' features a utilitarian colorway on its trail construction. Built with a mix of mesh and ripstop no-sew overlays are included for durability. The upper is supported by a sock-like collar with a heel pull-loop for easy on and off. Underfoot React foam provides cushioning in the midsole giving way to a lugged rubber outsole with an anti-clog coating.
Nike Epic React Flyknit 2 Teal Tint (W), Nike, BQ8927-300, 150, 134, 89, 69, 6374fd7803a96e36ed3d39d7, Nike Epic React Flyknit 2, Teal Tint/Teal Tint-Teal Tint, 2019-01-01, The Wmns Epic React Flyknit 2 'Teal Tint' brings a vibrant one-tone look to its performance running construction. The shoe's Flyknit upper appears entirely in Teal Tint supported by a slip-on collar and a molded eyestay. An external heel counter is included for stability also being reduced for a lighter fit. Underfoot a React midsole completes the monochromatic design while providing cushioning.
Nike Waffle Racer 2X Ghost Dark Beetroot (W), Nike, CK6647-001, undefined, 73, 75, 75, 6374fd7803a96e36ed3d39da, Nike Waffle Racer 2X, Ghost/Light Bone-White-Dark Beetroot, 2020-08-03, Released in August 2020 the Wmns Waffle Racer 2X 'Ghost Light Bone' updates the classic runner. The shoe's semitranslucent ripstop upper emerges in various shades of light blue with the Swoosh outline contrasting the design. A French terry lining is included for comfort while underfoot the outsole sports large rubber lugs that climb up the forefoot for traction.
Nike Air Zoom Pegasus 37 Black White (W), Nike, BQ9647-002, 120, 58, 60, 60, 6374fd7803a96e36ed3d39e1, Nike Air Zoom Pegasus 37, Black/White, 2020-04-28, A classic two-tone look the Wmns Air Zoom Pegasus 37 'Black White' is a performance runner. Built with black textile the upper is supported by internal bands worked into the lacing system. A white Swoosh contrasts the side wall matched underfoot by the React foam midsole which also houses Zoom Air for cushioning. A black rubber outsole anchors the design.
Nike Air Zoom Pegasus 37 Obsidian Mist, Nike, BQ9646-401, 120, 103, 85, 85, 6374fd7803a96e36ed3d39e8, Nike Air Zoom Pegasus 37, Obsidian Mist/Black-Lotus Pink-Hydrogen Blue, 2020-04-28, The Air Zoom Pegasus 37 'Obsidian Mist' features vibrant accents on its neutral base. The shoe's upper is built with textile finished in grey and highlighted by the internal bands and side wall Swoosh. A tapered collar is designed to reduce Achilles irritation while underfoot a React midsole provides cushioning working with a Zoom Air unit in the forefoot. A waffle rubber outsole is included for traction.
Nike Air Zoom Vomero 14 Grey Fog Volt, Nike, AH7857-009, 140, 134, 118, 118, 6374fd7803a96e36ed3d39ee, Nike Air Zoom Vomero 14, Grey Fog/Smoke Grey/Volt/Sail, 2020-04-10, The Air Zoom Vomero 14 'Smoke Grey Volt' sports vibrant accents on its neutral base. The shoe's upper is built with mesh finished in grey and supported by integrated Flywire cables. Foam pods in the heel are included to secure the fit while underfoot the Nike React midsole incorporates a full-length Zoom Air unit for cushioning.
Nike React Phantom Run Flyknit 2 Teal Tint (W), Nike, CJ0280-300, 140, 393, 190, 190, 6374fd7803a96e36ed3d39f0, Nike React Phantom Run Flyknit 2, Teal Tint/Aurora-White, 2020-05-07, The Wmns React Phantom Run Flyknit 2 'Teal Tint Aurora' brings a subdued look to its everyday running construction. The shoe's upper is built with Flyknit supported by Flywire cables around the midfoot. The slip-on design is bolstered by an external heel counter while underfoot a white React foam midsole provides cushioning. Tongue and heel pull-loops up top provide easy on and off.
Nike Zoom Double Stacked Smoke Grey (W), Nike, CI0804-001, 230, 230, 85, 85, 6374fd7803a96e36ed3d39f1, Nike Zoom Double Stacked, Black/Black-Black-Dark Smoke Grey, 2020-10-30, The Wmns Zoom Double Stacked 'Volt Black' features a contrasting look on its modern performance construction. The shoe's semitranslucent mesh upper appears in black with tonal leather overlaying the heel. Tongue and heel pull-loops provide easy on and off while underfoot the midsole includes layered Zoom Air in the forefoot and heel finished in Volt to provide cushioning.
Nike Air Zoom Pegasus 37 Obsidian Mist (GS), Nike, CJ2099-401, 100, 266, 100, 100, 6374fd7803a96e36ed3d39f2, Nike Air Zoom Pegasus 37, Obsidian Mist/Black-Lotus Pink-Hydrogen Blue, 2020-04-28, The Air Zoom Pegasus 37 GS 'Obsidian Mist' is a grade-school shoe. Built with mesh the shoe's neutral upper reveals Lotus Pink bands worked into the lacing system. Underfoot the bulky foam midsole includes Zoom Air in the forefoot for cushioning giving way to a rubber outsole for traction.
Nike Alphina 5000 White Multi-Color (W), Nike, CK4330-100, 110, 80, 60, 60, 6374fd7803a96e36ed3d39f6, Nike Alphina 5000, Summit White/Volt-Blue Fury-Black, 2020-05-28, The Wmns Alphina 5000 '2000s' celebrates the start of the millenium with a colorful DIY-style design. Built with a mesh base the upper sports no-sew overlays in a series of vibrant hues. Visible Flywire cables support the fit while underfoot a dual-density sockliner works with a foam midsole for cushioning.
Nike Air Zoom Pegasus 37 White Multi-Color Crimson, Nike, CZ7864-100, 120, 91, 47, 47, 6374fd7803a96e36ed3d3a02, Nike Air Zoom Pegasus 37, White/Multi-Color-Black-Flash Crimson, 2020-08-07, Inspired by 5K color runs the Air Zoom Pegasus 37 'Paint Splatter' features vibrant accents. The shoe's upper is built with textile finished in white and supported by integrated midfoot bands which highlight the design. More color is provided by the Swoosh and heel strip while mesh panels are included for breathability. Underfoot the React midsole includes forefoot Zoom Air for cushioning.
Nike Air Zoom Pegasus 37 White Metallic Silver (W), Nike, BQ9647-101, 120, 100, 76, 72, 6374fd7803a96e36ed3d3a07, Nike Air Zoom Pegasus 37, White/Aura-Metallic Silver, 2020-04-28, The Wmns Air Zoom Pegasus 37 'White Metallic Silver' emerges with a clean colorway on its modern performance construction. Built with textile the upper appears in white with a midfoot band and tapered collar supporting the fit. A metallic silver Swoosh accents the side wall while underfoot the React foam midsole includes forefoot Zoom Air for cushioning.
Nike React Miler Ozone Blue, Nike, CW1777-007, 130, 304, 97, 97, 6374fd7803a96e36ed3d3a0b, Nike React Miler, Ozone Blue/Midnight Navy/White/Celestine Blue, 2020-07-16, The React Miler 'Celestine Blue' is a long-distance runner with a neutral look. Built with mesh the upper appears in Ozone Blue Midnight Navy and Celestine Blue with reinforced eyestays supporting the fit. A wider forefoot shape bolsters the design while underfoot a contrasting React foam midsole provides cushioning. The outsole incorporates high-abrasion rubber in high-wear areas.
Nike Air Zoom Pegasus 37 Fire Pink (GS), Nike, CW7212-600, 100, 288, 110, 110, 6374fd7803a96e36ed3d3a10, Nike Air Zoom Pegasus 37, Fire Pink/Ghost-Barely Volt-Sail, 2020-04-28, The Air Zoom Pegasus 37 GS 'Fire Pink' emerges with a vibrant look on its grade-school construction. The shoe's mesh upper includes semitransparent paneling on the side wall with a white Swoosh on the quarter panel. Rather than Flywire cables the fit is supported by internal bands integrated into the lacing system. Underfoot a foam midsole incorporates Zoom Air for cushioning.
Nike Flex 2020 RN University Red, Nike, CI9994-600, 80, undefined, undefined, undefined, 6374fd7803a96e36ed3d3a32, Nike Flex 2020 RN, University Red/White/Black, 2020-06-29, Featuring a vibrant look the Flex 2020 RN 'University Red' is a running shoe designed for shorter runs. Built with stretch mesh the shoe's upper sports a mix of University Red and black with internal straps worked into the lacing system for support. A deconstructed heel supports the fit while dual pull-loops provide easy on and off. Underfoot the contrasting dual-density foam midsole gives way to flex grooves on the outsole for traction.
Nike Air Zoom Pegasus 37 Black Valerian Blue Ghost Green (GS), Nike, CJ2099-001, 100, 5556, 2000, 2000, 6374fd7803a96e36ed3d3a40, Nike Air Zoom Pegasus 37, Black/Valerian Blue-Spruce Aura-Ghost Green, 2020-04-28, The Air Zoom Pegasus 37 GS 'Valerian Blue' is a grade-school shoe with vibrant accents. Featuring semitransparent mesh the shoe's upper sports a black base complemented by Valerian Blue with Ghost Green highlighting the Swoosh branding. The contrasting midsole houses Zoom Air for cushioning giving way to an outsole with waffle-pistons for traction.
Nike Joyride Nova Laser Fuchsia (GS), Nike, AQ3141-600, 120, 78, 66, 66, 6374fd7803a96e36ed3d3a41, Nike Joyride Nova, Laser Fuchsia/Orange Peel/Black/Light Blue Fury, 2019-08-15, The Joyride Nova GS 'Laser Fuchsia is a grade-school exclusive look. The shoe's upper sports a neoprene bootie construction with a padded collar for support. Finished in Laser Fuchsia and Orange Peel Light Blue Fury accents the branding with black contrast provided by the stitching and forefoot strap. A molded side panel provides stability with the Joyride midsole incorporating visible TPE beads in the heel for cushioning.
Nike Air Zoom Pegasus 37 Black Valerian Blue Ghost Green (W), Nike, BQ9647-001, 120, 113, 88, 88, 6374fd7803a96e36ed3d3a43, Nike Air Zoom Pegasus 37, Black/Valerian Blue-Spruce Aura-Ghost Green, 2020-04-28, A women's runner the Wmns Air Zoom Pegasus 37 'Valerian Blue' is highlighted by the Ghost Green Swoosh on its side wall. Built with textile the upper appears in black and Valerian Blue working internal brands into its lacing system for support. Underfoot React foam works with Zoom Air to provide cushioning.
Nike Air Zoom Pegasus 37 Black Olive Crimson, Nike, BQ9646-004, 120, undefined, 60, 60, 6374fd7803a96e36ed3d3a47, Nike Air Zoom Pegasus 37, Black/Olive Aura-Laser Crimson-Medium Olive, 2020-04-28, The Air Zoom Pegasus 37 'Black Olive' brings a neutral look to its running construction. Built with breathable textile the upper appears in black complemented by olive. Internal bands support the fit while underfoot the contrasting white midsole incorporates a mix of React and Zoom Air to provide cushioning. The outsole adds color in red sporting waffle pistons for traction.
Nike Air Max Plus SE Air Max Running Club University Blue, Nike, DC9332-600, 170, 97, 93, 60, 6374fd7803a96e36ed3d3a51, Nike Air Max Plus SE, University Red/Light Photo Blue/Sail/Pollen, 2021-11-18, Taken from the 'Air Max Running Club' collection inspired by the Athletics West running team founded in 1977 by Bill Bowerman Phil Knight and Geoff Hollister is the Nike Air Max Plus SE 'University Red Light Photo Blue.' Updated with an exposed-foam nylon tongue the retro runner features a blue textile upper with a crimson TPU cage and color-matched suede overlays. Woven tags on the lateral eyestay of each shoe show mismatched 'AMRC' and 'BVRTN OR' branding. On the bottom is a white polyurethane midsole with visible Max Air cushioning and a whale tail-inspired shank plate in a gradient blend of blue and yellow.
Nike Waffle One Summit White, Nike, DA7995-100, 100, 52, 40, 40, 6374fd7803a96e36ed3d3a55, Nike Waffle One, Summit White/White-Black-Orange, 2022-05-13, The Waffle One 'Summit White' brings a modern build to its heritage construction. Finished in a subdued mix of hues the shoe's upper is built with semitranslucent mesh overlaid by off-white suede and supported by a low-cut collar. Exposed zigzag stitching adds to the aesthetic while a TPU heel counter offers stability. Underfoot a stacked foam midsole provides cushioning giving way to a waffle rubber outsole for traction.
Nike React Phantom Run Flyknit 2 White Black, Nike, CJ0277-100, 140, 106, 105, 102, 6374fd7803a96e36ed3d3a5b, Nike React Phantom Run Flyknit 2, White/White-Black-Pure-Platinum, 2020-05-07, The React Phantom Run Flyknit 2 'Oreo' gets its name from its classic mix of colors. The shoe's Flyknit upper appears in white contrasted by black on the supportive Flywire cables. An external heel counter is included for stability while tongue and heel pull-loops are included for easy on and off. Underfoot a React midsole provides cushioning.
Nike Zoom Alpha Fly Next Nature Flat Pewter, Nike, DB0129-001, 300, 135, 132, 90, 6374fd7803a96e36ed3d3a5c, Nike Zoom Alpha Fly Next Nature, Flat Pewter/Light Arctic Pink/Light Cream/Black, 2021-11-04, Made with at least 50% recycled content by weight and adding pastel accents is the Nike Zoom Alphafly Next Nature 'Rawdacious.' The upper is made out of breathable textile rendered in Flat Pewter with soft pink detailing on the tongue and collar with layers of processed TPU that's formed with an innovative 3D printing technology dubbed Nike Flyprint. On the bottom is lightweight cushioning with a combination of a carbon fiber spring plate and ZoomX foam midsole with two visible Zoom Air units under the forefoot.
Nike LD Waffle SF sacai Fragment Grey, Nike, DH2684-001, 170, 315, 280, 280, 6374fd7803a96e36ed3d3a5d, Nike LD Waffle SF, Light Smoke Grey/White-Black, 2021-09-15, Nike teamed up with Chitose Abe and Hiroshi Fujiwara to create the Fragment Design x sacai x LDV Waffle 'Light Smoke Grey.' Drawing from both the LDV and the Waffle Racer the shoe's upper is built with a mesh base overlaid by stacked suede on the forefoot eyestay and heel. White leather marks the Swooshes with further doubled-up touches on the laces and tongue. Co-branding emerges on the elongated foam midsole that provides cushioning underfoot giving way to a contrasting black waffle rubber outsole that's included for traction.
Nike LD Waffle SF sacai Fragment Blue Void, Nike, DH2684-400, 170, 218, 241, 241, 6374fd7803a96e36ed3d3a5f, Nike LD Waffle SF, Blue Void/White-Obsidian-White, 2021-08-27, Bringing together two renowned Japanese labels the Fragment Design x sacai x LDV Waffle 'Blackened Blue' is a collaborative look. Combining features of the Nike LDV and Waffle Racer the shoe's hybrid construction emerges in mesh and suede finished in navy and contrasted by white throughout including on the dual leather Swooshes. The heel patch adds Nike and sacai branding while the double tongues sport Nike and fragment branding. Underfoot more co-branding marks the elongated foam midsole with a waffle rubber outsole included for traction.
Nike LD Waffle sacai Undercover Black Bright Citron, Nike, DJ4877-001, 170, 144, 145, 145, 6374fd7803a96e36ed3d3a61, Nike LD Waffle, Black/Sail-Dark Grey-Bright Citron, 2021-10-29, Blending the design visions of Chitose Abe and Jun Takahashi is the sacai x Undercover x Nike LDWaffle 'Bright Citron.' It features a black nylon upper with double-layered details of overlapping Swooshes in yellow leather and shaggy off-white suede and ivory-colored leather and dark grey suede forefoot and heel overlays. Nylon tongues are similarly doubled-up with the black tongue having a woven tag marked with dual Nike and Undercover branding. A Nike/sacai logo is on the leather heel tab and a stacked foam midsole with a yellow waffle-traction rubber outsole.
Nike React Phantom Run Flyknit 2 White Pure Platinum (W), Nike, CJ0280-100, 140, 101, 80, 46, 6374fd7803a96e36ed3d3a65, Nike React Phantom Run Flyknit 2, White/White-Pure Platinum-Metallic Silver, 2020-05-07, The Wmns React Phantom Run Flyknit 2 'True White Silver' features an almost-monochromatic look on its everday running construction. Built with Flyknit the upper is supported by Flywire cables. The heel counter adds color in silver while tongue and heel pull-loops provides easy on and off. Underfoot a React foam midsole is included for cushioning.
Nike LD Waffle sacai Black Nylon, Nike, BV0073-002, 160, 184, 207, 207, 6374fd7803a96e36ed3d3a66, Nike LD Waffle, Black/Black, 2020-03-10, Released in March 2020 the Sacai x LDWaffle 'Black Nylon' doubles up its construction. Combining elements from the LDV and Waffle Racer the shoe's black nylon upper is overlaid by double Swooshes tongues laces and overlays while underfoot the contrasting white midsole extends past the heel.
