shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Jordan 1 Retro High Pine Green Black, Jordan, 555088-030, 170, 250, 169, 169, 6374fd9903a96e36ed3d44c6, Jordan 1 Retro High, Black/Pine Green-White-Gym Red, 2020-02-29, A two-tone look the Air Jordan 1 Retro High OG 'Pine Green 2.0' released in February 2020. The shoe's leather upper sports a mix of black leather and Pine Green tumbled leather with Gym Red on the tongue tag. Underfoot the Air-infused midsole offers the only contrast in white giving way to a rubber outsole with a concentric traction pattern.
adidas Yeezy Boost 380 Onyx, adidas, FZ1270, 230, 179, 161, 161, 6374fd9903a96e36ed3d44c8, adidas Yeezy Boost 380, Onyx/Onyx/Onyx, 2020-11-28, The Yeezy Boost 380 'Onyx Non-Reflective' emerges with a neutral look on its lifestyle construction. Built with Primeknit the upper appears in black and blue with a translucent monofilament window cutting through the side wall. The shoe's sock-like upper is cushioned underfoot by a Boost midsole housed in a semitranslucent rubber cage with a herringbone outsole providing traction.
Jordan 1 High Zoom Air CMFT Somos Familia, Jordan, FB2931-288, 150, 172, 164, 164, 6374fd9903a96e36ed3d44cf, Jordan 1 High Zoom Air CMFT, Rattan/Kumquat-Lemon Wash-Starfish, 2022-10-23, Honoring the Day of the Dead which brings together communities to commemorate those who have passed the Air Jordan 1 High Zoom Comfort ‘Somos Familia’ features a vibrant graphic that hints at the traditions of this annual holiday. The upper consists of a neutral tan base with suede overlays while a tonal graphic print is blended throughout the leather quarter panel. Revealed by the die-cut swoosh is an embroidered marigold and the exposed-foam collar built with orange textile has a cross-hatched pattern. The sneaker is built on a rubber cupsole with encapsulated Zoom Air cushioning in the heel.
Nike Lunar Force 1 Duckboot Black Gum, Nike, 805899-003, 165, 145, 151, 151, 6374fd9903a96e36ed3d44d2, Nike Lunar Force 1 Duckboot, Black/Black-Metallic Silver-Anthracite, 2016-09-17, The Nike Lunar Force 1 Duckboot is a sneaker-boot hybrid that’s rugged enough to handle inclement weather featuring a monochromatic black finish on an upper built with water-resistant leather and studded synthetic along the forefoot. Lightweight Lunarlon cushioning delivers a comfortable ride while a grippy gum rubber outsole provides sure footing on dry or wet surfaces.
Jordan 1 Retro High COJP Midnight Navy (2020), Jordan, DC1788-100, 170, 225, 184, 184, 6374fd9903a96e36ed3d44d3, Jordan 1 Retro High, White/Metallic Silver-Midnight Navy, 2020-11-14, Originally released exclusively in Japan and limted to 3000 pairs the Air Jordan 1 Retro High co.JP 'Midnight Navy' 2020 brings back that look. The shoe's upper is built with a white leather base accented by silver on the Swoosh branding and 'Wings' logo and overlaid by navy nubuck. Perforations on the toe box provide breathability while underfoot Air in the heel provides cushioning. A concentric outsole is included for traction.
Jordan 1 Mid Metallic Gold Black White, Jordan, DC1419-700, 125, 111, 105, 100, 6374fd9903a96e36ed3d44d4, Jordan 1 Mid, Metallic Gold/Black-White, 2020-11-30, The Air Jordan 1 Mid SE 'Metallic Gold' is an elevated take on the basketball classic. The shoe's upper is built with leather finished in white and black and highlighted by metallic gold overlays. Perforations on the toe box provide breathability while underfoot the midsole houses Air in the heel for cushioning. A black concentric rubber outsole is included for traction.
Jordan 1 Retro High Light Army Rust Shadow Patina, Jordan, 555088-033, 170, 134, 109, 109, 6374fd9903a96e36ed3d44d5, Jordan 1 Retro High, Black/Grey-Rust, 2021-05-04, The Air Jordan 1 Retro High OG 'Patina' also known as the 'Rust Shadow' brings an aged look to the classic basketball silhouette. The shoe's upper is built with a black tumbled leather base overlaid by grey nubuck on the heel and collar. The eyestay forefoot and Swoosh branding all sport a distressed bronze finish while the tongue tag includes zigzag stitching and green Nike Air branding. Underfoot the midsole houses Air in the heel for cushioning giving way to a concentric rubber outsole for traction.
Jordan 1 Retro High Obsidian UNC, Jordan, 555088-140, 160, 278, 319, 300, 6374fd9903a96e36ed3d44d6, Jordan 1 Retro High, Sail/Obsidian-University Blue, 2019-08-31, The Air Jordan 1 Retro High OG 'Obsidian' arrives with classic color blocking on a traditional all-leather build. A crisp white base with complementary overlays in University Blue and Midnight Navy combine as an homage to Michael Jordan’s UNC alma mater. Details include perforated detailing on the toe box a Nike woven tag atop the padded nylon tongue and the Jordan ‘Wings’ logo on the collar flap.
Jordan 1 Retro High Black Metallic Gold (2020) (GS), Jordan, 575441-032, 130, 117, 116, 100, 6374fd9903a96e36ed3d44d7, Jordan 1 Retro High, Black/Black-Metallic Gold, 2020-11-30, The Air Jordan 1 Retro High OG GS 'Black Metallic Gold' brings an elevated colorway and construction to its classic basketball design. A grade-school shoe the upper features a black patent leather build highlighted by metallic gold on the Swoosh collar and 'Wings' branding. A nylon tongue adds to the signature aesthetic while underfoot the black Air midsole sports further gold via the contrast stitching giving way to a concentric rubber outsole for traction.
Jordan 1 Retro High Travis Scott, Jordan, CD4487-100, 175, 1500, 1380, 1380, 6374fd9903a96e36ed3d44d8, Jordan 1 Retro High, Sail/Black-Dark Mocha-University Red, 2019-05-11, A collaboration between Travis Scott and Jordan brand the Travis Scott x Air Jordan 1 Retro High OG 'Mocha' features an oversized backward Swoosh on the lateral side. The tumbled white leather and Dark Mocha suede construction is accented by University Red Cactus Jack and Nike branding on the tongue while the heel sports Scott's face logo in a debossed fashion.
Nike Air Force 1 Low Undefeated Multi-Patent Community, Nike, DV5255-001, 160, 175, 185, 185, 6374fd9903a96e36ed3d44dc, Nike Air Force 1 Low, Smoke Grey/Topaz Gold-Multi-Color, 2022-11-13, Honoring two decades of Undefeated and forty for the AF1 the Undefeated x Nike Air Force 1 Low ‘Community’ is a colorful tribute to these momentous anniversaries. The upper in smooth patent leather delivers a brilliant array of blue teal grey and white with a vivid yellow eyestay and a matching translucent Swoosh. The cushioned collar and black heel tab revealing 'Nike Air' add contrast. Lace dubrae are emblazoned with 'UNDFTD' and the lateral heel and tongue tag are decorated with Five Strikes branding. A traditional cupsole in rubber provides comfort via Air-sole cushioning.
Jordan 1 Mid Triple White 2.0 (2020), Jordan, 554724-130, 115, 103, 100, 93, 6374fd9903a96e36ed3d44dd, Jordan 1 Mid, White/White-White, 2020-06-01, The Air Jordan 1 Mid 'Triple White' gives a new take of the legendary shoe design updated in White and White. Its upper spotlights a leather base with overlays and the signature Wings’ Logo. On the upper a Swoosh branding emphasizes the design with a nylon woven tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
Jordan 1 Retro High NC to Chi Leather (W), Jordan, CD0461-046, 170, 120, 119, 119, 6374fd9903a96e36ed3d44e2, Jordan 1 Retro High, Black/Dark Powder Blue-Gym Red, 2020-02-13, The Wmns Air Jordan 1 High OG 'UNC to Chicago' looks to Michael Jordan's basketball journey to create a hybrid colorway. The shoe's heel starts off in college with a Dark Powder Blue look modeled after the University of North Carolina Tar Heels. The toe sports Gym Red as a nod to the Chicago Bulls while the rest of the leather construction is finished in black. Underfoot a white Air midsole gives way to a Gym Red outsole.
Jordan 1 Retro High Hyper Royal Smoke Grey (GS), Jordan, 575441-402, 130, 195, 211, 199, 6374fd9903a96e36ed3d44e4, Jordan 1 Retro High, Hyper Royal/Light Smoke Grey-White, 2021-04-17, The Air Jordan 1 Retro High OG GS 'Hyper Royal' is a grade-school shoe with a unique design. The shoe's upper features a white leather base complemented by Light Smoke Grey and highlighted by Hyper Royal suede overlays sporting a faded aesthetic. The usual perforations on the toe box are included for breathability while underfoot Air in the heel of the midsole provides cushioning.
Jordan 1 Retro High Black Satin Gym Red, Jordan, 555088-060, 170, 142, 130, 127, 6374fd9903a96e36ed3d44e5, Jordan 1 Retro High, Black/Gym Red-Black-White, 2020-01-18, The Air Jordan 1 Retro High OG 'Black Gym Red' brings a familiar Chicago Bulls look to the classic silhouette. The shoe's upper is built with black leather accented by Gym Red on the 'Wings' logo and laces. Underfoot the white Air midsole provides cushioning and contrast with a black concentric outsole providing traction.
Jordan 1 Retro High Dark Mocha (GS), Jordan, 575441-105, 130, 400, 410, 395, 6374fd9903a96e36ed3d44e6, Jordan 1 Retro High, Sail/Dark Mocha-Black-Black, 2020-10-31, The Air Jordan 1 Retro High OG GS 'Black Mocha' is a grade-school shoe with a subdued look. The shoe's upper includes a white leather base overlaid by black leather and Dark Mocha nubuck. Perforations on the toe box provide breathability while underfoot the midsole houses Air for cushioning. A concentric rubber outsole is included for traction.
Jordan 1 Mid SE Grey Green, Jordan, DC7294-103, 120, 160, 146, 134, 6374fd9903a96e36ed3d44ed, Jordan 1 Mid SE, White/Neutral Grey-Lucky Green, 2021-11-17, Molded after the 1985 original silhouette is the Air Jordan 1 Mid SE 'Grey Pine Green.' It has a white leather upper fortified with grey suede overlays and accented with a grassy green Swoosh that's repeated on the sneaker's woven Jumpman tongue tag metallic lace jewels and the retro Wings logo stamped on the lateral ankle. It's built on a rubber cupsole with Air-sole heel cushioning and a green rubber outsole on the mid-top.
Jordan 1 Mid Tan Gum, Jordan, 554724-271, 120, 158, 136, 136, 6374fd9903a96e36ed3d44ee, Jordan 1 Mid, Hemp/Gum Yellow/White, 2021-09-03, The Air Jordan 1 Mid 'Tan Gum' displays a new iteration of the legendary sneaker design redesigned in Tan and White. Its upper spotlights a leather base with overlays and the standard Jordan Wings’ Logo. On the upper a Swoosh branding emphasizes the design with a nylon contstructed tongue. The Air-sole is built on top of a rubber outsole with a circular design for traction.
Jordan 1 Mid Hyper Royal Tumbled Leather, Jordan, 554724-077, 115, 147, 142, 120, 6374fd9903a96e36ed3d44f0, Jordan 1 Mid, Black/Hyper Royal-White, 2020-12-30, Featuring a look that's almost identical to 1985's Air Jordan 1 'Royal' the Air Jordan 1 Mid 'Hyper Royal' released in February 2021. The shoe's leather upper features a familiar mix of black and Hyper Royal adding the latter color to the eyestay to differentiate it from its predecessor. Perforations on the toe box provide breathability while underfoot a contrasting white Air midsole provides cushioning giving way to a black concentric rubber outsole for traction.
Jordan 1 Retro High CO Japan Neutral Grey (2020), Jordan, DC1788-029, 170, 150, 116, 100, 6374fd9903a96e36ed3d44f3, Jordan 1 Retro High, Neutral Grey/Metallic Silver-White, 2020-08-07, Originally released exclusively in Japan and limited to 2001 pairs the Air Jordan 1 Retro High OG CO.JP 'Tokyo' returned in 2020. Built with grey nubuck the upper is highlighted by hits of metallic silver on the Swoosh and heel overlay. Nike Air branding replaces the Jumpman on the tongue while the sockliner sports 'CO.JP.' The inside label on the tongue sports both 2001 and 2020 honoring the two releases. 
Jordan 1 Retro High Tie Dye (W), Jordan, CD0461-100, 170, 148, 123, 123, 6374fd9903a96e36ed3d44f6, Jordan 1 Retro High, White/Black-Aurora Green, 2020-06-26, The Wmns Air Jordan 1 Retro High OG 'Tie-Dye' brings a faux hand-dyed effect to its classic basketball construction. A women's shoe the upper is built with a white leather base with black leather on the collar and toe box. The overlays define the look while underfoot a classic midsole houses Air for cushioning with a concentric outsole for traction.
Nike Air Force 1 Low Black (W), Nike, 315115-038/DD8959-001, 90, 84, undefined, undefined, 6374fd9903a96e36ed3d44f8, Nike Air Force 1 Low, Black/Black-Black, 2019-01-01, The Nike Air 1 Low Black W features stitched overlays on the upper side. It features air cushioning and Nike Air branding on the tongue and heel of the shoe. Nike Air Force 1 Low Black W also features a low-cut silhouette alongside a padded collar. It also adds a foam midsole and perforations on the toe for breathability. Its rubber outsole has a circular tread pattern for traction and durability.The Nike Air Force 1 Low Black W was released in January 2019 at a retail price of $170.
Nike Air Max 1 Premium Hangul Day, Nike, DZ5317-121, 160, 135, 160, 160, 6374fd9903a96e36ed3d4500, Nike Air Max 1 Premium, Summit White/Sail/Coconut Milk/White, 2022-11-17, Celebrating the October 9 anniversary of the Korean alphabet the Nike Air Max 1 Premium ‘Hangul Day’ is a neutral interpretation of this classic shoe. The upper mixes an array of leather suede and textile in beige brightened by a shiny jelly Swoosh while nylon pull tabs finish off the laces. 'Nike' Korean lettering appears in the heel overlay in TPU. The shoe's midsole in foam with a visible Air-sole unit in the heel ensure cushion and support.
Jordan 1 Mid SE Coconut Milk Particle Grey, Jordan, DN4281-100, 130, 126, 127, 123, 6374fd9903a96e36ed3d4501, Jordan 1 Mid SE, Coconut Milk/Coconut Milk-Particle Grey-White-Gum Yellow, 2022-02-24, The Air Jordan 1 Mid SE 'Coconut Milk Particle Grey' gives a new iteration of the iconic sneaker design redesigned in Coconut Milk and Coconut Milk. Its upper spotlights a leather base with overlays and the standard Wings’ Logo. On the upper a Swoosh emphasizes the design with a breathable nylon tongue. The Air-sole is built on top of a rubber outsole with a circular build for traction.
Jordan 1 Retro High 85 Georgetown, Jordan, BQ4422-400, 200, 215, 201, 201, 6374fd9903a96e36ed3d4502, Jordan 1 Retro High 85, College Navy/Summit White-Tech Grey, 2022-04-02, The Air Jordan 1 Retro High '85 'Georgetown' pays tribute to the shoe's OG silhouette with a restored heritage build. The two-tone design commemorates the 40th anniversary of Michael Jordan's title-clinching shot against the Hoyas on March 29 1982 pairing a light grey base with contrasting College Navy overlays. Signature details include a woven Nike Air tag on the nylon tongue and a retro Wings logo stamped on the lateral ankle. The classic high-top is mounted on a rubber cupsole with an Air-sole heel unit encapsulated in polyurethane.
Jordan 1 Mid Paris White, Jordan, DR8038-100, 130, 114, 126, 126, 6374fd9903a96e36ed3d4505, Jordan 1 Mid, White/University Red/Stealth/Midnight Navy, 2022-03-23, The city that never sleeps is celebrated in the Air Jordan 1 Mid ‘Paris.’ The monochrome white of this mid-top is intersected by a contrasting navy suede Swoosh with breathable white mesh providing texture on the mid-cut collar and a grey leather flap displaying red Wings branding decorating the lateral side. The nylon tongue features a leather tag with a navy Jumpman above a crimson 'Paris.' A white rubber midsole houses an Air-sole unit followed with the traditional AJ1 outsole.
Jordan 1 Low Court Purple White, Jordan, 553558-500, 90, 187, 177, 177, 6374fd9903a96e36ed3d4506, Jordan 1 Low, Court Purple/Black-White, 2020-11-04, The Air Jordan 1 Low 'Court Purple' gives a new iteration of the iconic shoe form renewed in White and Court Purple. Its upper spotlights a leather base with overlays and the standard Wings’ Logo. On the upper a Swoosh emphasizes the design with a nylon contstructed tongue. The midsole is built on top of a rubber outsole with a circular build for traction.
Jordan 1 Retro High Tokyo Bio Hack, Jordan, 555088-201, 170, 224, 190, 190, 6374fd9903a96e36ed3d450f, Jordan 1 Retro High, Baroque Brown/Black-Laser Orange-Racer Pink, 2020-09-04, The Air Jordan 1 Retro High OG 'Tokyo Bio Hack' features inspiration from the Japanese capital. The shoe's upper is built with a mix of leather and suede finished in a color-blocked look that brings to mind Undefeated's Nike Dunk High NL collaboration from 2005. Underfoot the painted Air midsole provides cushioning giving way to a concentric outsole for traction.
Jordan 1 Mid Metallic Orange, Jordan, DM3531-800, 115, 108, 102, 102, 6374fd9903a96e36ed3d4511, Jordan 1 Mid, Electro Orange/Black-White, 2021-08-11, The Air Jordan 1 Mid SE 'Electro Orange' features a vibrant look on its classic basketball construction. The shoe's upper is built with leather finished in white and highlighted by metallic Electro Orange overlays throughout. The 'Wings' logo on the collar contrasts the look in black while underfoot the white and Electro Orange look continues onto the tooling comprised of an Air midsole and concentric rubber outsole.
Jordan 1 Mid SE All-Star Carbon Fiber (2021) (GS), Jordan, DD2192-001, 100, 198, 198, 139, 6374fd9903a96e36ed3d4512, Jordan 1 Mid SE, Black/White, 2021-03-06, The Air Jordan 1 Mid SE GS 'All-Star 2021' is a grade-school iteration of the shoe. Paying tribute to the NBA's exhibition showcase the shoe emerges with a classic colorway and an elevated construction. Built with a white leather base the upper is contrasted by black patent leather overlays with a faux carbon-fiber print marking the Swoosh heel and collar. Perforations on the tongue tag provide breathability while underfoot Air in the heel of the midsole provides cushioning.
Nike Air Force 1 Low Shadow Triple White (W), Nike, CI0919-100, 120, 89, 61, 61, 6374fd9903a96e36ed3d4514, Nike Air Force 1 Low Shadow, White/White/White, 2019-10-03, The women’s Air Force 1 Shadow 'Triple White' delivers a uniquely layered take on the iconic silhouette. Devoid of color the pristine build features doubled-up construction on the eyestay heel tab mudguard and Swoosh. A slightly heightened foam midsole enhances the sneaker’s visual impact while the cored-out rubber outsole delivers durable traction with less weight.
Nike Kyrie 7 1 World 1 People Yellow, Nike, CQ9326-700/CQ9327-700, 130, 184, undefined, undefined, 6374fd9903a96e36ed3d4515, Nike Kyrie 7, Yellow Strike/Green Abyss/Bright Crimson/Black, 2021-10-01, The lining of the Nike Kyrie 7 1 World 1 People Yellow is a bright purple. This brightly colored model features a textured sole made out of green yellow and black. The body of the shoe has an abstract print that is covered in yellow mesh. The outline of the famous Nike swoosh symbol appears in thick black plastic. This same purple is used for the detailing near the laces and is right next to the Nike logo that appears in a bright teal.The Nike Kyrie 7 1 World 1 People Yellow was first released in September of 2021. This model had a starting retail price of $130.
Nike Air Force 1 Low La Familia, Nike, DV5153-600, 110, 75, 80, 80, 6374fd9903a96e36ed3d451c, Nike Air Force 1 Low, Redstone/Del Sol/Redstone, 2022-10-01, The Nike Air Force 1 Low ‘La Familia’ is part of a collection that celebrates Hispanic Heritage Month. Public gathering places throughout Latin America inform the earth tones which can be seen on the canvas and nubuck upper. Chenille Swooshes adorn the sides with a yellow color on the lateral side and a green color on the medial side. A 'We Are Familia' tongue tag can be found on the right shoe while the sockliner showcases artwork around the phrase 'Somos Familia'.
Jordan 1 Mid White Black Racer Blue, Jordan, 554724-140, 115, 160, 139, 120, 6374fd9903a96e36ed3d4521, Jordan 1 Mid, White/Racer Blue-Black, 2021-08-05, The Air Jordan 1 Mid 'Racer Blue' emerges with OG-style color-blocking on this 2021 release. Built with leather the shoe's upper sports a white base with the overlays contrasting the look in black. Suede marks the collar which appears in Racer Blue matched by the branding including the leather Swoosh on the side wall. Underfoot Air in the heel of the rubber midsole provides cushioning with the outsole incorporating a concentric pattern for traction.
Jordan 1 Low Black University Blue White (W), Jordan, DC0774-041, 100, 135, 134, 134, 6374fd9903a96e36ed3d4522, Jordan 1 Low, Black/University Blue-White, 2021-12-14, Featuring an accent color that goes back into the history of the Jordan franchise is the women's Air Jordan 1 Low 'Black University Blue.' This low-top has an all-leather upper that brings together a white base with contrasting black overlays and a signature Swoosh stitched Wings logo on the heel and a Jumpman icon embroidered on the nylon tongue in University Blue. It's built on a sturdy rubber cupsole with encapsulated Air cushioning in the heel.
Jordan 1 Retro High OG Prototype , Jordan, DC6515-100, 170, 153, 130, 130, 6374fd9903a96e36ed3d4524, Jordan 1 Retro High OG, White/Multi-Color-Total Orange, 2021-09-24, The Air Jordan 1 Retro High OG 'Prototype' brings a contrasting look to its classic basketball construction. Built with leather the shoe's upper appears in white overlaid by grey and black leather and tan nubuck. The collar highlights the design in various shades of blue with perforated detailing that can be cut away to turn the build into a low-top. Underfoot the midsole houses Air in the heel for cushioning with a concentric rubber outsole for traction.
Nike Kwondo 1 G-Dragon Peaceminusone Triple White, Nike, DH2482-100, 180, 100, 99, 99, 6374fd9903a96e36ed3d4525, Nike Kwondo 1, White/White-White, 2022-02-25, In partnership with the South Korean rapper is the G-Dragon x Nike Kwondo 1 'Triple White.' Named after the Korean martial art of taekwondo the hybrid silhouette features a monochrome white leather upper with Janoski's classic shape brogue detailing from traditional golf shoes and overlapping tongues from '90s football boots with a Nike logo on the right shoe and Peaceminusone branding on the left while each heel tab has G-Dragon's embroidered daisy. It's built on a matching white sole unit.
Jordan 1 Retro High OG Light Fusion Red, Jordan, 555088-603, 170, 105, 114, 114, 6374fd9903a96e36ed3d4527, Jordan 1 Retro High OG, Light Fusion Red/White-Laser Orange-Black, 2021-06-12, The Air Jordan 1 Retro High OG 'Light Fusion Red' brings a vibrant look to its classic basketball construction. Built with leather shoe's upper features a white base overlaid by Light Fusion Red and sporting Laser Orange on the Swoosh branding. The tongue tag features a gradient mix of the latter two hues while underfoot the white midsole houses Air in the heel for cushioning giving way to a concentric rubber outsole for traction.
Jordan 1 Mid Signal Blue, Jordan, DD6834-402, 115, 135, 144, 144, 6374fd9903a96e36ed3d4528, Jordan 1 Mid, Signal Blue/Black-White, 2021-01-15, Featuring an elevated build the Air Jordan 1 Mid SE 'Signal Blue' sports a familiar mix of hues. The shoe's upper emerges with a white leather base overlaid by Signal Blue patent leather that sports black trim. Both colors come together on the Swoosh branding while perforations on the toe box provide breathability. A nylon tongue adds a retro touch and underfoot the midsole houses the usual Air in the heel for cushioning. A concentric rubber outsole offers traction.
Jordan 1 Mid SE Brushstroke, Jordan, DA8005-100, 130, 144, 128, 113, 6374fd9903a96e36ed3d452a, Jordan 1 Mid SE, Sail/Black-Cider-Chile Red, 2021-08-17, The Air Jordan 1 Mid SE 'Brushstroke Paint Splatter' brings various art styles to its classic basketball build. The shoe's canvas upper appears with a white base complemented by Cider overlays that sport multicolor paint drops. The mismatched Swoosh branding includes suede on the medial side and a painted-on black Swoosh on the lateral while underfoot more paint splatter appears on the Air midsole which provides cushioning.
Jordan 1 Low SE All-Star (2021), Jordan, DD1650-001, 90, 230, 225, 150, 6374fd9903a96e36ed3d452c, Jordan 1 Low, Black/White, 2021-09-20, Giving the nod to the NBA's midseason exhibition the Air Jordan 1 Low 'All Star 2021' emerges with a largely black look and an elevated construction. The shoe's upper features a black leather base overlaid by tonal patent leather at the toe and heel. The Swoosh also sports a patent leather construction contrasted by white stitching that's matched by the 'Wings' logo. Underfoot a white Air midsole provides cushioning giving way to a concentric rubber outsole for traction.
Jordan Luka 1 Black Signal Blue, Jordan, FB1800-004/FB1801-004, 110, 121, undefined, undefined, 6374fd9903a96e36ed3d452e, Jordan Luka 1, Black/Metallic Silver/Signal Blue, 2022-09-28, Despite having several colorways already on the market Jordan Brand has added to its 2022 collection offering a brand new Air Jordan Luka 1 Black Signal Blue.Air Jordan Luka 1 Black Signal Blue has a black-mesh top that is reinforced with a fuse and Flywire cables. The top's medial side features the green-themed phrase "NON-DESISTAS NON-EXIERIS" meaning " Do not Give Up Nor Surrender." The sneaker's midsole features a speckled grey and a blue Iso Plate. The outer sole features a clear rubber with placements of Iso Plate with an injection of Formula 23 foam.Upon its release in November 2022 Air Jordan Luka 1 Black Signal Blue will retail at $110.
Jordan 1 Mid Gym Red Black White, Jordan, 554724-122, 120, 141, 120, 90, 6374fd9903a96e36ed3d4536, Jordan 1 Mid, White/Gym Red-Black, 2021-08-01, Appearing in a classic Jordan Brand colorway the Air Jordan 1 Mid 'Black Gym Red' released in May 2021. Built with leather the shoe's upper sports a white base contrasted by black on the overlays and highlighted by Gym Red on the padded collar 'Wings' logo and Swoosh branding. A breathable nylon tongue and perforated toe box support the fit while underfoot a standard rubber cupsole with Air in the heel anchors the build.
Jordan 1 Mid Gym Red Black White (GS), Jordan, DJ4695-122, 90, 122, 110, 69, 6374fd9903a96e36ed3d4537, Jordan 1 Mid, White/Gym Red-Black, 2021-04-16, The Air Jordan 1 Mid GS 'Black Gym Red' is a grade-school shoe in a classic Chicago Bulls mix of hues. The shoe's upper is built with a white leather base with black contrasting the forefoot and heel overlays and Gym Red accenting the Swoosh. More Gym Red emerges on the collar 'Wings' logo and tongue tag while the usual perforations on the toe box provide breathability. Underfoot visible Air in the heel provides cushioning giving way to a concentric rubber outsole for traction.
Jordan 1 Mid SE Purple, Jordan, 852542-105, 115, 145, 105, 80, 6374fd9903a96e36ed3d4539, Jordan 1 Mid, White/Black-Light Solar Flare Heather-Varsity Purple, 2020-11-19, The Air Jordan 1 Mid SE 'Varsity Purple' brings an elevated look to its classic basketball design. Built with a white leather base the upper is overlaid by black suede at the forefoot with Varsity Purple suede on the heel. Pink accents the tongue while perforations on the toe box provide breathability. An Air midsole underfoot provides cushioning giving way to a Varsity Purple rubber outsole with a concentric traction pattern.
Jordan 1 Mid Arctic Orange Black Toe, Jordan, 554724-133, 115, 115, 120, 120, 6374fd9903a96e36ed3d453a, Jordan 1 Mid, White/Arctic Orange-Black, 2021-05-04, The Air Jordan 1 Mid 'Crimson Tint' brings pastel accents and a contrasting finish to the classic basketball silhouette. Redolent of a 2019 model the 2021 release is built with leather appearing in a mix of white Crimson Tint and black. A nylon tongue supports the fit as does a perforated toe box while underfoot the white midsole houses Air in the heel for cushioning. More Crimson Tint marks the concentric rubber outsole which offers traction.
Jordan 1 Mid Arctic Orange Black Toe (GS), Jordan, 554725-133, 90, 132, 105, 95, 6374fd9903a96e36ed3d453b, Jordan 1 Mid, White/Arctic Orange-Black, 2021-05-04, The Air Jordan 1 Mid GS 'Crimson Tint' brings a contrasting look to grade-school sizes. Built with leather the shoe's upper appears in white contrasted by black on the forefoot and accented by Crimson Tint on the heel eyestay and Swoosh branding. Underfoot a white midsole houses Air for cushioning giving way to more Crimson Tint on the concentric rubber outsole which offers traction.
Nike Air Max Penny 1 Orlando (2022), Nike, DN2487-001, 170, 150, 178, 178, 6374fd9903a96e36ed3d453e, Nike Air Max Penny 1, Black/Varsity Royal-White, 2022-08-11, The 2022 retro iteration of the Nike Air Max Penny 1 returns true to form in Orlando Magic colors. Originally released in 1995 and designed by Eric Avar the Penny 1 is the first signature shoe of Anfernee 'Penny' Hardaway. The upper is crafted with black nubuck while a sculpted Phylon wing extends up the lateral side of the shoe embedded with a jeweled blue Swoosh. Cushioning arrives with a Phylon midsole and a large volume Max Air unit in the heel. Extra details include a pinstripe tongue based on the Magic jerseys and an embroidered 1 Cent logo on the back heel.
Jordan 1 Retro High OG University Blue (PS), Jordan, AQ2664-134, 80, 178, 151, 140, 6374fd9903a96e36ed3d453f, Jordan 1 Retro High OG, University Blue/White-Black-University Blue, 2021-03-06, The Air Jordan 1 Retro High OG PS 'University Blue' is a preschool shoe with a University of North Carolina colorway. Built with leather the shoe's upper sports white underlays and University Blue overlays contrasted by the collar and Swoosh. A lightly padded nylon tongue supports the fit while underfoot the classic rubber cupsole includes a concentric rubber outsole for traction.
Jordan 1 Mid SE Turf Orange, Jordan, DD6834-802, 110, 105, 90, 90, 6374fd9903a96e36ed3d4541, Jordan 1 Mid SE, Turf Orange/Black/White, 2021-03-17, The Air Jordan 1 Mid SE 'Turf Orange' gives a new iteration of the iconic shoe design redesigned in Turf Orange and Black. Its upper accentuates a leather base with overlays and the signature Jordan Wings’ Logo. On the upper a Swoosh branding emphasizes the design with a Nike branded nylon tongue. The midsole is built on top of a rubber outsole with a circular design for traction.
Nike Air Force 1 Low Pixel White (W), Nike, CK6649-100, 100, 79, 79, 65, 6374fd9903a96e36ed3d4542, Nike Air Force 1 Low Pixel, White/White-White, 2020-10-22, The Wmns Air Force 1 'Pixel White' brings an updated construction and monochromatic look to the basketball classic. The shoe's reconstructed upper is built with leather sporting a floating eyestay and stitch-and-turn construction. The protruding tongue tag and exaggerated heel patch both sport a revised cube logo while underfoot the Air midsole and rubber outsole include large-scale pixelated detailing.
Jordan 1 Mid SE Fearless Blue the Great, Jordan, CU2805-100, 130, 142, 147, 140, 6374fd9903a96e36ed3d4543, Jordan 1 Mid SE, Muslin/Varsity Red-Royal-Taxi-Black, 2019-11-09, The Blue the Great x Air Jordan 1 Mid 'Fearless' showcases the Los Angeles-based artist’s love of primary colors. The sneaker’s bold hues are executed on an unexpected build that uses a combination of suede and corduroy along with fuzzy chenille on the Nike Swoosh. Branding hits include a white woven tongue tag embroidered ‘Wings’ logo on the lateral ankle and a BTG emblem on the heel.
Jordan 1 Retro High OG Patent Bred (PS), Jordan, AQ2664-063, 80, 102, 101, 101, 6374fd9903a96e36ed3d454d, Jordan 1 Retro High OG, Black/White-Varsity Red, 2021-12-30, The Air Jordan 1 Retro High OG PS 'Patent Bred' is a remixed version of the OG 1985 colorway available in kid sizes. A familiar two-tone palette is on the shiny patent leather upper highlighted by a black base with contrasting hits of red on the perforated toe box signature Swoosh heel panel and collar overlays. The latter features a retro Wings logo on the lateral side while a woven Nike tag is on the black nylon tongue. It's built on a crimson rubber cupsole with a concentric-circle traction pattern.
