,qid,docid,docno,rank,score,text,shoeName,query,relevance score
138,3,72,6374feabeae4ab372ce3e61c,38,1.28771413,The Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Quicksand' released as part of a 30-shoe collection known as The Palette. Limited to 300 pairs and celebrating 30 years of the silhouette the shoe features a pigskin suede upper finished in a monochromatic fashion inspired by past Kith collections. The left shoe includes '30' debossed on the left tongue with 'Fieg' on the right while the midsole incorporates Gel for cushioning.,ASICS Gel-Lyte III Ronnie Fieg The Palette Quicksand,Some good racing shoes for 5k or 10k,0
139,3,138,6374feabeae4ab372ce3e6c9,39,1.28771413,Limited to 300 pairs the Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Genesis' released as part of a 30-shoe collection. Celebrating the 30th anniversary of the retro runner the shoe's pigskin suede upper features a dark blue finish that draws from previous Kith collections. The tongues include 'Fieg' debossed on the right shoe and '30' on the left while underfoot a black midsole houses Gel for cushioning.,ASICS Gel-Lyte III Ronnie Fieg The Palette Genesis,Some good racing shoes for 5k or 10k,0
140,3,2945,6374feb3eae4ab372ce3ec5d,40,1.28771413,The Hundreds x Clyde 'Color Blocking' released as part of the 90s-inspired Cliques collection. A collaboration with the Los Angeles streetwear brand the shoe's upper sports an asymmetrical look. Built with suede the lateral side sports a black finish with a grey Formstrip while the medial side of the left shoe includes a burgundy finish with a blue Formstrip. The medial side of the right shoe instead features a green base and an orange Formstrip.,Puma Clyde The Hundreds (2020),Some good racing shoes for 5k or 10k,0
141,3,3112,6374fd9603a96e36ed3d4111,41,1.28771413,Tom Sachs works with Nike again on a new model the General Purpose Shoe. Arriving in an 'Archive' colorway the marketing for the shoe suggests that 'Creativity is the enemy'. Sachs designed the shoe to be simple yet can take on everyday wear. The low-top silhouette features a yellow mesh on the upper with tonal suede overlays and a white Swoosh. The midsole consists of an EVA wedge for lightweight cushioning leading to a waffle rubber outsole.,NikeCraft General Purpose Shoe Tom Sachs Archive Dark Sulfur,Some good racing shoes for 5k or 10k,0
142,3,114,6374feabeae4ab372ce3e67b,42,1.280736013,Part of The Palette a 30-shoe collection the Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Mantle' released to celebrate 30 years of the silhouette. Limited to 300 pairs the shoe's upper is built with pigskin suede finished in a neutral hue borrowed from previous Kith collections. The tongues include '30' and 'Fieg' debossed on the left and right shoes while underfoot the tonal midsole includes Gel in the heel to provide cushioning.,ASICS Gel-Lyte III Ronnie Fieg The Palette Mantle,Some good racing shoes for 5k or 10k,0
143,3,74,6374feabeae4ab372ce3e61e,43,1.273833117,Part of The Palette a 30-shoe collection the Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Hurricane' was limited to 300 pairs. Celebrating the 30th anniversary of the silhouette the shoe's pigskin suede upper features a dark brown finish that incorporates a common Kith color. The split tongues include '30' debossed on the left shoe and 'Fieg' on the right while underfoot a dark blue midsole includes Gel in the heel for cushioning.,ASICS Gel-Lyte III Ronnie Fieg The Palette Hurricane,Some good racing shoes for 5k or 10k,0
144,3,112,6374feabeae4ab372ce3e679,44,1.267004232,One of 30 shoes to make up The Palette the Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Summit' gives the nod to 30 years of the silhouette. Featuring a monochromatic hue drawn from Kith's archives the shoe's upper is built with pigskin suede sporting tonal Tiger stripes on the side wall and perforations throughout for breathability. The split tongues include '30' on the left shoe and 'Fieg' on the right while the midsole which complements the look houses Gel in the heel for cushioning.,ASICS Gel-Lyte III Ronnie Fieg The Palette Summit,Some good racing shoes for 5k or 10k,0
145,3,706,6374fd6e03a96e36ed3d34ea,45,1.267004232,The Stranger Things x Air Tailwind 79 QS 'Upside Down' released in August 2019 alongside two other similarly styled shoes. Based on the third season of the show the shoe sports a simple Sail fabric upper that can be burned away to reveal a blue denim construction. The tongue tag sports co-branding with unique detailing on the insoles specific to the season—including 'Suzie -- do you copy?' and sketches of the machine at the center of the season. The shoe released in unique packaging.,Nike Air Tailwind 79 Stranger Things Sail Upside Down Pack,Some good racing shoes for 5k or 10k,0
146,3,2875,6374feb3eae4ab372ce3ea6b,46,1.267004232,Puma teamed up with Shoe Palace to create the Shoe Palace x RS-X 'Falling Coconuts.' Released in June 2019 the shoe's bulky 80s-inspired construction is built with a mix of mesh and leather supported by synthetic overlays. Finished in Bone blue pink and black the heel sports 'Falling Coconuts' as a nod to caution signs at various beaches around the world. The medial side sports yellow caution tabs to reinforce the theme with a bold midsole providing cushioning.,Puma RS-X Shoe Palace Falling Coconuts,Some good racing shoes for 5k or 10k,0
147,3,2917,6374feb3eae4ab372ce3eb44,47,1.267004232,Celebrating the 2003 movie Elf the Elf x Clyde All-Pro Jr 'Buddy The Elf' is a grade-school shoe. Inspired by the titular character the shoe's woven upper appears in stylized Bright Green and white and the textile inner lining includes candy cane stripes. The tongue sports Buddy's belt while the left heel includes his pointed cap with a spaghetti sundae the right shoe. Underfoot ProFoam+ provides cushioning giving way to a rubber outsole for traction.,Puma Clyde All-Pro Elf (GS),Some good racing shoes for 5k or 10k,0
148,3,75,6374feabeae4ab372ce3e620,48,1.260248174,Releasing as part of a 30-shoe collection known as The Palette the Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Astro' was limited to 300 pairs. Celebrating 30 years of the silhouette the shoe's pigskin suede upper emerges in a neutral look that draws from past Kith collections. The signature split tongue includes '30' debossed on the left shoe and 'Fieg' on the right while underfoot a blue EVA midsole houses Gel in the heel for cushioning.,ASICS Gel-Lyte III Ronnie Fieg The Palette Astro,Some good racing shoes for 5k or 10k,0
149,3,1664,6374fd8803a96e36ed3d3d3f,49,1.260248174,Made with the help of the New Jersey retailer the Packer Shoes x Ultra 4D 2.0 Consortium 'Green' is their second collaboration on the silhouette. Built with Primeknit the shoe's upper appears in green overlaid by tonal suede at the forefoot. The Three-Stripes lacing cage and external heel counter contrast the look in white while the mismatched tongue tags add Packer branding on the right shoe and Three-Stripes on the left. Underfoot a 3D-printed 4D midsole is included for cushioning.,adidas Consortium Ultra 4D Packer Shoes Forest Navy,Some good racing shoes for 5k or 10k,1
150,4,1233,6374ff50c30ceb3748b4896f,0,7.147576626,In 1985 after starting his career with a remarkable point per game average Michael Jordan won the NBA's Rookie of the Year Award. To celebrate Jordan Brand released the Air Jordan 1 Retro High OG 'Rookie of the Year.' The high top features a white-based leather cap with breathability finger box perforations and mudguard knee eyestay and heel overlays of Gold Harvest leather. Hidden on the inside of each upper strap are callouts to the exceptional rookie season of MJ. On the inside of one strap can be discovered ' 1984-85 R.O.Y. 2313 POINTS 28.2 PPG ' and on the other a quote from Jordan.,Jordan 1 Retro High Rookie of the Year,Shoes that can save your knees,0
151,4,1426,6374fd7803a96e36ed3d3c27,1,5.495480308,The Roshe Run 'Midnight Navy' features a stark two-tone colorway on its performance running design. The shoe's seamless mesh upper is finished entirely in Midnight Navy save for the black Swoosh on the quarter panel. Underfoot the white tooling adds contrast with a waffle pattern for traction. A rubber insole is included for comfort.,Nike Roshe Run Navy Black White,Shoes that can save your knees,1
152,4,3032,6374fd4703a96e36ed3d19d0,2,5.261098792,The Zoom Vaporfly 4% Flyknit ‘Bright Crimson’ showcases a vibrant eye-catching hue on its knit upper accented with an Ice Blue signature Swoosh. The marathon running shoe sits atop a lightweight and responsive ZoomX foam midsole said to save runners 4% energy. Embedded in midsole is a full-length carbon fiber plate for extra spring.,Nike Zoom VaporFly 4% Flyknit Bright Crimson,Shoes that can save your knees,3
153,4,1964,6374fd8803a96e36ed3d3fa0,3,5.126941999,Designed in collbaboration with the American space agency the NASA x UltraBoost 20 J 'Silver Metallic' is a big kids' shoe. The shoe's upper appears entirely in a mix of Dash Grey and Silver Metallic including the Three-Stripes lacing cage and Fitcounter heel counter. Mismatched Artemis badges on the tongues serve as a nod to the NASA program designed to send astronauts back to the moon while underfoot the tonal look continues onto the Boost midsole save for a streak of orange.,adidas Ultra Boost 20 NASA Halo Silver (GS),Shoes that can save your knees,3
154,4,826,6374ff50c30ceb3748b4867d,4,4.994813609,Bringing back an OG colorway the Air Jordan 11 Retro 'Bred' 2019 features a familiar Chicago Bulls look. The shoe's upper is built with a mix of mesh and patent leather all finished in black save for the Varsity Red Jumpman and white '23.' Underfoot a contrasting white midsole houses Air and a midfoot plate while a Varsity Red rubber outsole provides traction and completes the look.,Jordan 11 Retro Playoffs Bred (2019),Shoes that can save your knees,0
155,4,1506,6374fd5403a96e36ed3d211b,5,4.944758818,The Wmns Air Zoom Pegasus 36 'Hyper Pink' brings a contemporary look to the 36th edition of Nike's Pegasus series. The shoe's Engineered Mesh upper appears entirely in Hyper Pink save for a contrasting black Swoosh on the side wall. Designed with targeted breathability zones the upper includes Flywire cables for support while the white tooling incorporates a mix of Cushlon ST foam and Zoom Air.,Nike Air Zoom Pegasus 36 Hyper Pink Black (W),Shoes that can save your knees,2
156,4,91,6374feabeae4ab372ce3e646,6,4.895697306,The Ronnie Fieg x Gel Lyte 3 OG 'The Palette - Torpedo' released as part of The Palette. Limited to just 300 pairs and celebrating the 30th anniversary of the silhouette the shoe's upper features a pigskin suede construction on the upper finished entirely in blue save for a small section at the forefoot. A similar finish marks the Gel midsole underfoot while the tongues include a debossed '30' on the left tongue and 'Fieg' on the right.,ASICS Gel-Lyte III Ronnie Fieg The Palette Torpedo,Shoes that can save your knees,0
157,4,2939,6374feb3eae4ab372ce3ec1a,7,4.695253126,"The women's Puma Pointed Creeper was made in collaboration with Rihanna's Fenty imprint. Nicknamed the ""Dove"" edition this pair sports a full patent leather upper sitting atop a pointed creeper sole. They were one of two colorways that dropped alongside each other. Their release date was October 12th 2017 and they were available at select Puma retailers worldwide. Available exclusively for women they retailed for $160. Fans of Ri-Ri can rep her all-day everyday in the Puma Pointed Creeper. If you're interested in buying a pair you can do so online now. Those that have pairs to sell can list them up on the marketplace so people can start putting their bids in asap.",Puma Pointy Creeper Rihanna Fenty Patent Dove (W),Shoes that can save your knees,0
158,4,2835,6374feb3eae4ab372ce3e9d2,8,4.675923985,Here's another colorway of the women's Puma Pointed Creeper. Made in collaboration with Rihanna and her Fenty label this pair comes in an all-black colorway. Featuring a black-based patent leather upper sitting atop a pointed creeper sole. Their release date was October 12th 2017 and they were available at select Puma retailers worldwide. Available exclusively for women they retailed for $160. Fans of Ri-Ri can rep her all-day everyday in the Puma Pointed Creeper. If you're interested in buying a pair you can do so online now. Those that have pairs to sell can list them up on the marketplace so people can start putting their bids in asap.,Puma Pointy Creeper Rihanna Fenty Patent Black (W),Shoes that can save your knees,0
159,4,774,6374ff50c30ceb3748b48620,9,4.637353845,Paris Saint-Germain and Jordan Brand continue their partnership with a new Air Jordan 5 Retro Low. Details of this generational collaboration can be found all over the shoe including a tricolor 'Paname' tag on the lateral middle panel a wax seal Jumpman badge on the back heel and PARIS stitched on the inside of the tongue. A visible Air-sole unit can be found on the black midsole while a translucent outsole reveals a circular Jumpman PSG logo underneath.,Jordan 5 Retro Low PSG (2022),Shoes that can save your knees,0
160,4,2310,6374fd9903a96e36ed3d451c,10,4.637353845,The Nike Air Force 1 Low ‘La Familia’ is part of a collection that celebrates Hispanic Heritage Month. Public gathering places throughout Latin America inform the earth tones which can be seen on the canvas and nubuck upper. Chenille Swooshes adorn the sides with a yellow color on the lateral side and a green color on the medial side. A 'We Are Familia' tongue tag can be found on the right shoe while the sockliner showcases artwork around the phrase 'Somos Familia'.,Nike Air Force 1 Low La Familia,Shoes that can save your knees,0
161,4,2287,6374fd9903a96e36ed3d443a,11,4.603843725,Celebrating the 40th anniversary of the Air Force 1 Nike works with Off-White on an AF1 Mid. The upper is crafted with black textile while traditional Off-White flourishes can be seen on the shoe including an overlay of secondary lacing and an orange zip-tie. A graffiti style 'AIR' appears on the tongue while signature helvetica text can be found on the medial side. The wavy midsole showcases an orange tinted visible Air unit while the outsole gets reworked with nubby multicolor spikes.,Nike Air Force 1 Mid Off-White Black,Shoes that can save your knees,0
162,4,1304,6374fd7803a96e36ed3d3929,12,4.567195416,The React Vision 'White Iridescent' brings an almost-monochromatic look to its bold performance construction. Built with mesh the upper appears in white save for iridescent detailng on the eyestay. A Particle Grey Swoosh complements the side wall while an external heel counter is included for stability. The tongue sports D/MS/X branding while underfoot a React midsole provides cushioning.,Nike React Vision White Particle Grey (W),Shoes that can save your knees,2
163,4,3011,6374fd4703a96e36ed3d1acb,13,4.567195416,Debuting in February 2018 the 'White Racer Blue' colorway of the women’s Epic React Flyknit silhouette dresses almost everything in White—its Flyknit upper Swoosh eyestay molded heel counter and solid-piece React foam sole unit—save for its blue heel shelf and icy translucent rubber sections at the toe and heel.,Nike Epic React Flyknit White Racer Blue (W),Shoes that can save your knees,4
164,4,3137,6374fd9603a96e36ed3d4174,14,4.567195416,A bright and vivid ‘Green Glow’ makes up the newest adidas Yeezy Slide as an all-over neon green treatment is applied to a single piece of injected EVA foam. Showing no branding on the entire sandal save for a small adidas Three-Stripes logo on the footbed the contoured shape of the slide is simple and clean with deep horizontal grooves for traction.,adidas Yeezy Slide Glow Green (2022) (Restock),Shoes that can save your knees,0
165,4,833,6374ff50c30ceb3748b48687,15,4.517436743,Looking to one of Michael Jordan's oldest nicknames the Air Jordan 4 Retro 'Black Cat' 2020 brings back a 2006 colorway. Built with suede the upper appears entirely in black save for a hit of Light Graphite on the tongue branding. Underfoot the Air midsole continues the tonal look giving way to a rubber outsole for traction.,Jordan 4 Retro Black Cat (2020),Shoes that can save your knees,0
166,4,3154,6374fd9603a96e36ed3d41ac,16,4.382392656,The second signature shoe of LeBron James which he wore in the 2004 Athens Summer Olympics is revisited in the Nike Zoom LeBron 2 Retro ‘USA.’ With a crimson Swoosh on the vamp to salute the USA hoops team the mesh upper in Midnight Navy has crisp white overlays and rope laces printed with 'King' and 'James' at the tips. Zoom Air units can be seen through the midsole providing lightweight cushioning. The ankle strap can be adjusted to provide a secure fit and LJ's jersey number is printed on its strap as well as on the lateral heel.,Nike LeBron Zoom 2 Midnight Navy (2022),Shoes that can save your knees,1
167,4,3112,6374fd9603a96e36ed3d4111,17,4.105121956,Tom Sachs works with Nike again on a new model the General Purpose Shoe. Arriving in an 'Archive' colorway the marketing for the shoe suggests that 'Creativity is the enemy'. Sachs designed the shoe to be simple yet can take on everyday wear. The low-top silhouette features a yellow mesh on the upper with tonal suede overlays and a white Swoosh. The midsole consists of an EVA wedge for lightweight cushioning leading to a waffle rubber outsole.,NikeCraft General Purpose Shoe Tom Sachs Archive Dark Sulfur,Shoes that can save your knees,0
168,4,398,6374ff4bc30ceb3748b485a6,18,4.023163642,Supreme brings back a mid-2000s Nike Running silhouette the Shox Ride 2 with updated branding elements. This 'Black' colorway features a blacked out look across the mesh and leather upper. Hits of 3M can be found throughout with a white Swoosh on the back heel and white Shox logo on the tongue. 'Supreme' wordmarks can be found on each of the four Shox pillars working together with a forefoot visible Air unit.,Nike Shox Ride 2 SP Supreme Black,Shoes that can save your knees,3
169,4,2295,6374fd9903a96e36ed3d447c,19,4.008137231,Travis Scott works with Nike Sportswear on slight redesign of the classic Air Trainer 1. Replacing the traditional leather build and familiar panels Scott opts for a textile finish in Grey Haze hue. 'Cactus Corporation' appears on the forefoot strap and back heel area where a zippered stash pocket can be found. Scott's signature reverse Swoosh is found on the medial side and Cactus Jack branding appears on the perforated nubuck tongue. Tiny holes can be found all over the upper which are attachment points for a removable ripstop shroud (that can be stored in the pocket when not in use). Finally the midsole shape stays the same but the outsole traction is covered with rows of little nubs forming a unique grippy pattern.,Nike Air Trainer 1 SP Travis Scott Grey Haze,Shoes that can save your knees,0
170,4,706,6374fd6e03a96e36ed3d34ea,20,4.002973826,The Stranger Things x Air Tailwind 79 QS 'Upside Down' released in August 2019 alongside two other similarly styled shoes. Based on the third season of the show the shoe sports a simple Sail fabric upper that can be burned away to reveal a blue denim construction. The tongue tag sports co-branding with unique detailing on the insoles specific to the season—including 'Suzie -- do you copy?' and sketches of the machine at the center of the season. The shoe released in unique packaging.,Nike Air Tailwind 79 Stranger Things Sail Upside Down Pack,Shoes that can save your knees,0
171,4,2931,6374feb3eae4ab372ce3ebd7,21,3.925734064,Released in January 2019 the Michael Lau x Suede Classic 'White Grey' was created under the collective guidance of its eponymous illustrator and toy designer and was made to put a spin on Puma's iconic 1967 sneaker. While the shoe keeps its traditional rubber sole serrated edges feature heavily on the upper. Typographic detail can be seen on the shoe’s sidewall that reads 'NOT FOR YOU ONLY FOR ME!’ as well as on each heel that are embellished with the corresponding Chinese characters for 'L' and 'R.',Puma Suede Michael Lau,Shoes that can save your knees,0
172,4,1169,6374ff50c30ceb3748b488fb,22,3.890312805,Releasing to celebrate the 25th anniversary of the silhouette the Air Jordan 11 Adapt '25th Anniversary' brings Nike's power lacing to its classic basketball design. The shoe's upper is built with a mix of semitranslucent textile and patent leather with the black and white look highlighted by hits of red on the heel branding and tongue. Underfoot the midsole incorporates the Adapt panel to control the laces while the shoe can also be controlled through the Nike Adapt app.,Jordan 11 Adapt White,Shoes that can save your knees,0
173,4,1810,6374fd8803a96e36ed3d3e80,23,3.787854439,The UltraBoost 'Made To Be Remade' brings a clean colorway to its running construction as part of a sustainable effort. As a result the shoe's Primeknit upper is undyed and forgoes harmful glues while the construction itself is seamless to promote a sock-like fit. The tongue includes a QR code which can be scanned at the end of the shoe's life cycle allowing adidas to reclaim the materials and build a new pair. Underfoot a Boost midsole offers cushioning with a TPU outsole included for traction.,adidas Ultra Boost Made To Be Remade Primeblue,Shoes that can save your knees,4
174,4,1779,6374fd8803a96e36ed3d3e40,24,3.726336259,Sun Devil fans can show their pride with the adidas UltraBoost 21 'Arizona State.' From the NCAA pack this shoe has a white Primeknit upper made partially with recycled Parley Ocean Plastic. With 'Forks Up' printed on the right sockliner featured with a woven heel tab marked with an adidas logo and trident graphic. Chenille tongue tags show a standard adidas branding on the right shoe with Sparky's likeness on the left. This lightweight shoe is mounted on a full-length Boost midsole and Continental rubber outsole for better grip.,adidas Ultra Boost 21 Arizona State,Shoes that can save your knees,4
175,4,3166,6374fd9603a96e36ed3d41fe,25,3.690750659,Emerging in 2019 FroSkate is a black owned queer-led skate shop in Chicago that represents BIPOC and LGBTQ+ communities with a positive message. Getting their own Nike Dunk High SB FroSkate went bold and colorful with the left and right shoe showcasing mismatched colors across a white leather base and black Swoosh. Additional details can be seen around the shoe with custom art on the sockliner and outsole 'All Love No Hate' and FroSkate on the tongue labels and a debossed 'All Love' across the quarter panel.,Nike SB Dunk High Pro froSkate All Love,Shoes that can save your knees,0
176,4,2037,6374febaeae4ab372ce3ecae,26,3.635130771,New Jersey’s Packer Shoes teams up with Just Blaze on the Saucony Grid 9000 ‘Snow Beach’ inspired by the iconic Polo Ralph Lauren anorak famously worn by Chef Raekwon in the music video for Wu-Tang Clan’s ‘Can It Be All So Simple.’ The retro runner features a yellow textile upper with navy blue suede overlays highlighted by Packer branding on the lateral-side quarter panel.,Saucony Grid 9000 Just Blaze x Packer Snow Beach,Shoes that can save your knees,0
177,4,761,6374ff50c30ceb3748b4860e,27,3.615875796,Drawing back to when Michael Jordan received a $5000 fine each time the rookie wore his signature black and red shoes on the court which violated the NBA's uniform dress code at the time is the Air Jordan 1 High OG 'Rebellionaire.' The shoe which ties into the shoe's mythic 'Banned' narrative features a leather upper finished in two-tone color blocking similar to the OG 'Shadow' colorway. Details include the 'Banned' AJ1's red 'X' on the heel along with an all-over print that spells out 'They Can't You From Wearing Them' which paraphrases a line from an original Air Jordan 1 TV commercial from 1985.,Jordan 1 Retro High OG Rebellionaire,Shoes that can save your knees,0
178,4,923,6374ff50c30ceb3748b4873c,28,3.563704488,The Air Jordan 1 Retro High OG 'Prototype' brings a contrasting look to its classic basketball construction. Built with leather the shoe's upper appears in white overlaid by grey and black leather and tan nubuck. The collar highlights the design in various shades of blue with perforated detailing that can be cut away to turn the build into a low-top. Underfoot the midsole houses Air in the heel for cushioning with a concentric rubber outsole for traction.,Jordan 1 Retro High OG Prototype,Shoes that can save your knees,0
179,4,3196,6374fd9603a96e36ed3d4291,29,3.563704488,Jackie Robinson broke baseball's color barrier on April 15 1947 suiting up for the Brooklyn Dodgers. This Nike Dunk Low celebrates the 75th anniversary of this pivotal sports moment decking out the retro silhoutte in an off-white base and royal blue overlays. Jackie Robinson details can be found all over the shoe including printed inspirational quotes on the upper and sockliner a 75th anniversary tongue tag and his #42 on the lateral heel.,Nike Dunk Low Jackie Robinson,Shoes that can save your knees,0
180,4,393,6374ff4bc30ceb3748b48599,30,3.529033692,The Supreme x Shox Ride 2 'Neutral Olive' is part of a four shoe pack that also includes matching Nike Running hats. The upper utilizes Neutral Olive ventilated mesh panels with overlays arriving in leather and nubuck. Lime Green accents the Swoosh as well as the Shox logo on the tongue area. A visible Nike Air unit in the forefoot complements the Shox columns in the heel where 'Supreme' wordmarks can be seen on each individual pillar.,Nike Shox Ride 2 SP Supreme Olive,Shoes that can save your knees,3
181,4,451,6374fd7403a96e36ed3d35b3,31,3.49503101,The classic jean company Levi's has paired with running shoe company New Balance to give you the 990v3 Made In USA 'Mallard Blue'. This redesigned retro runner has Levi's washed denim in the upper worn in twill material an aqua-colored shaggy suede overlay and has a reflective 'N' logo. A Levi's tab can be seen on the side with 'Levi's for feet' decorating the sockliner. The midsole is ENCAP with a soft foam cushioning and a firmer polyurethane rim.,New Balance 990v3 Levi's Denim,Shoes that can save your knees,1
182,4,2297,6374fd9903a96e36ed3d4481,32,3.473050221,Debuted as a cross-training shoe for use in multiple sports the Air Trainer 1 has become a lifestyle staple. Originally designed by Tinker Hatfield Travis Scott offers a unique take via altering key parts of the shoe. Textile and nubuck comprise the upper in Light Chocolate and Archaeo Brown with Scott's signature reverse Swoosh appearing on the medial side of the shoe. 'Cactus Corporation' branding elements appear on the tongue and back heel counter where a zippered stash pocket is found. The Houston rapper offers unique takes across the shoe including a removable ripstop shroud that can be snapped onto the upper for protection against the elements and a reworked outsole that feature rows of nubs for grippy traction.,Nike Air Trainer 1 SP Travis Scott Wheat,Shoes that can save your knees,0
183,4,931,6374ff50c30ceb3748b48749,33,3.461677316,The Air Jordan 4 Retro GS 'DIY' features a look designed to be customized. The shoe's upper is built with leather finished in white and contrasted by black throughout including on the TPU eyelets and structural wings. The vamp includes the usual netting but the quarter panel forgoes it instead adding pen-and-ink grapics. Those designs can be filled in using markers adding color to the look. Underfoot the lightly speckled midsole houses visible Air in the heel for cushioning.,Jordan 4 Retro SE DIY (GS),Shoes that can save your knees,0
184,4,828,6374ff50c30ceb3748b4867f,34,3.428954204,The Air Jordan 1 Retro Low OG 'Mystic Navy' gets a colorway resembling another original from 1985. An all-leather upper features a black base with hits of contrasting dark navy on the toe box heel counter and Swoosh. Mystic Blue can be found on the tongue tag on the NIKE AIR while a black Wings logo is emblazoned on both heels of the shoe. A contrasting white midsole adds a hit of color embedded with encapsulated Nike Air units for cushioning.,Jordan 1 Retro Low OG Mystic Navy,Shoes that can save your knees,0
185,4,435,6374fd7403a96e36ed3d3579,35,3.39684396,The Joe Freshgoods x New Balance 2002R 'Conversations Amongst Us' is a collaborative project with the Black Soles an employee led initative within New Balance to increase representation in the footwear industry. The lifestyle runner arrives in a cream colored hue crafted with ripstop suede leather and translucent TPU. A silver 'N' logo can be found on the profiles while 'Conversations Amongst Us' is inscribed on the back heel of the left and right shoe. The midsole features ABZORB for lightweight cushioning sitting atop an amber translucent rubber outsole.,New Balance 2002R Joe Freshgoods Conversations Amongst Us,Shoes that can save your knees,1
186,4,3250,6374fd9603a96e36ed3d43be,36,3.39684396,Inspired by the original instant camera the Nike Dunk Low SB x Polaroid delivers a colorful take on the lifestyle skate shoe. The upper arrives in black nubuck with white leather on the back heel piece featuring a debossed Polaroid photo logo. A stacked trio of colored Swooshes in red yellow and blue adorn the profiles while a small line of embroidery continues the technicolor theme. Co-branding can be found on the sockliner along with 'Nike' and 'Polaroid' stitched on the back heel.,Nike SB Dunk Low Polaroid,Shoes that can save your knees,0
187,4,811,6374ff50c30ceb3748b4865f,37,3.334394469,The Air Jordan 7 Retro 'Cardinal' brings back one of the original colorways of the AJ7 first released back in 1992. A white tumbled leather upper showcases perforated detailing across the shoe for ventilation and a sock-like Huarache interior for a snug fit. A black midsole with pops of white and Cardinal red hide Nike Air cushioning while AIR JORDAN is stitched across the tongue and a stylized '23' can be found on the back heel piece completing the OG look.,Jordan 7 Retro Cardinal (2022),Shoes that can save your knees,0
188,4,1123,6374ff50c30ceb3748b488a5,38,3.334394469,Featuring a distinct two-tone colorway the Women's AIr Jordan 8 Retro 'Taxi' is a new iteration of the silhouette that MJ wore when he won his third NBA ring. Black leather makes up most of the shoe including the cross-straps. Contrasting Taxi and Opti Yellow hits can be found on the chenille patch on the tongue velcro straps and the brushstroke graphics on the TPU heel overlays. More Taxi and Opti Yellow mixes on the polyurethan midsole leading down to a black solid rubber outsole.,Jordan 8 Retro Taxi Yellow Black (W),Shoes that can save your knees,0
189,4,3218,6374fd9603a96e36ed3d431c,39,3.334394469,Celebrate Halloween with a monster-inspired shoe in the Nike Dunk Low SB 'Mummy.' A off-white canvas upper has tonal decorative stitching with frayed edges that can be torn away to show a bluish-gray suede underlay that the Swoosh is made up of as well. The semi-translucent rubber cupsole and the pair of embroidered eyes on the back heel glow in the dark. Additional details include an embroidered spider on the left toe box and an ancient Egyptian Eye of Horus graphic on the interior tongue.,Nike SB Dunk Low Mummy,Shoes that can save your knees,0
190,4,1824,6374fd8803a96e36ed3d3ea5,40,3.271896912,Designed in collaboration with Parley for the Oceans this UltraBoost 4.0 from adidas flaunts a black white and blue color palette and was made with Parley Ocean Plastic a material created from recycled waste that was captured before it could reach the ocean. Contrasting white can be seen on the midsole outsole and tongue co-branding.,adidas Ultra Boost 4.0 Parley Carbon,Shoes that can save your knees,4
191,4,2892,6374feb3eae4ab372ce3ead1,41,3.234626021,On their retro Disc Blaze Puma teams with the Japanese streetwear brand BAPE with a monosocker design. Complementing the cooperative effort with the brand's Disc lacing scheme the wearer can customize the fit by spinning the dial. Black accents line the outside of the heel and suede overlays while the iconic BAPE camo appears in grayscale.,Puma Disc Blaze Bape Camo Black,Shoes that can save your knees,0
192,4,272,6374ff4bc30ceb3748b4841a,42,3.198194687,A collaboration between adidas and Undefeated the adiZero Adios 3 runner in 'Black' dresses its mesh upper and suede overlays in black and offers contrast in its tan leather Three-Stripes branding. Undefeated’s logo can be seen on the right tongue tab and on the insoles. Released in 2018 the sneaker arrived alongside a desert camouflage colorway.,adidas adiZero adios 3 Undefeated Black,Shoes that can save your knees,2
193,4,1072,6374ff50c30ceb3748b48851,43,3.16257486,A re-release of the classic ‘Shadow’ colorway from Fall 1985 this 2018 edition of the Air Jordan 1 Retro High OG sports a leather upper dressed in black and medium grey a white midsole and a black outsole. Traditional Nike Air branding can be seen on the tongue while the Wings logo appears on the ankle collar.,Jordan 1 Retro High Shadow (2018),Shoes that can save your knees,0
194,4,737,6374ff50c30ceb3748b485e6,44,3.160103128,The Women's Air Jordan 1 Retro High OG 'Starfish' brings the orange hue most famously seen on the 'Shattered Backboard' series into a new iteration of the classic hoops silhouette. An all-leather build on the upper features white on the profile and toe area while the orange Starfish color adorns the overlays and the Swoosh. A rich shade of brown can be seen on the collar of the shoe along with the Wings logo. A Nike Air tag sits atop the nylon tongue while a Sail midsole features an encapsulated Nike Air unit leading to a durable rubber outsole.,Jordan 1 Retro High OG Starfish (W),Shoes that can save your knees,0
