shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
adidas Iniki Runner Vista Grey, adidas, BB2089, 130, 199, 190, 108, 6374ff4bc30ceb3748b48421, adidas Iniki Runner, Vista Grey/Running White, 2017-03-01, Adding to adidas’ Iniki Runner line the Iniki Runner ‘Vista Grey’ sports a simple two-tone look that emphasizes the performance build. The upper features a stretch mesh and suede build that’s designed for a sock-like fit while jagged Three-Stripes branding stands out on the side wall. A shiny trefoil logo on the tongue and gold foil ‘Iniki’ add further elevated touches while the white Boost unit underfoot provides cushioning.
adidas NMD R1 Orange Noise, adidas, AC8171, 200, 123, 130, 130, 6374ff4bc30ceb3748b48422, adidas NMD R1, Neon Orange/Core Black/Running White, 2017-12-02, The size? x NMD_R1 Primeknit 'Orange Noise' dropped in 2017 as part of the brands’ ‘Invisible Pack’ featuring distinctive colorways designed to blend into the background. The adidas lifestyle runner features a Primkenit upper finished in a vibrant orange hue – a color that’s invisible to deer. Contrasting black hits appear on the collar laces and dual EVA plugs embedded in the white Boost midsole.
adidas NMD R2 Navy White, adidas, BB2909, 160, 120, 102, 102, 6374ff4bc30ceb3748b48423, adidas NMD R2, Collegiate Navy/Collegiate Green/Running White/Footwear White, 2017-04-06, The NMD_R2 PK 'Roni' embellishes its one-piece Primeknit upper with an engineered pattern made up of a series of white stripes that wrap around a contrasting navy base. The two-tone design is complemented by welded navy three-stripes and a matching leather heel patch. A red nylon pull loop delivers easy on and off and an unexpected pop of color.
adidas EQT Support 93/17 Milled Leather Black, adidas, BB1236, 180, 90, 62, 62, 6374ff4bc30ceb3748b48424, adidas EQT Support 93/17, Core Black/Core Black/Running White/Footwear White, 2017-04-28, Part of a Milled Leather pack the EQT Support 93/17 'Milled Leather' was one of four colorways to release in April 2017. Featuring a black Primeknit upper supported by Three-Stripes branding worked into the lacing system the shoe gets its name from the laser-cut milled leather most prominently featured on the heel overlay. A contrasting white Boost unit provides cushioning underfoot.
adidas 4D Runner Pharrell Active Purple, adidas, FV6335, 400, 130, 123, 123, 6374ff4bc30ceb3748b48427, adidas 4D Runner, Active Purple/Running White/Purple, 2020-01-11, A collaboration with Pharrell Williams the Pharrell Williams x 4D Runner 'Active Purple' emerges with a bold colorway. The shoe's upper is built with Primeknit finished in Active purple and highlighted by stitching throughout the heel. The sock-like collar includes a Hu logo while underfoot a 3D-printed midsole in green provides cushioning.
adidas Tennis HU Pharrell Blank Canvas, adidas, DA9613, 160, 160, 100, 100, 6374ff4bc30ceb3748b48429, adidas Tennis HU, Cream White/Cream White/Running White, 2018-02-23, Drawing inspiration from India’s Holi Festival of Color Pharrell and adidas Originals teamed up to create the three-sneaker ‘Blank Canvas’ pack. The Tennis Hu Holi ‘Cream White’ was released in February 2018 and features its Primeknit upper neoprene lining waffle-texture EVA sole and co-branded tongue patch all dressed in Cream White. The heel rounded laces and rubber inserts are decked in a complementary Cloud White.
adidas EQT Support Future White Mountaineering Navy, adidas, BB3127, 220, 182, 112, 112, 6374ff4bc30ceb3748b4842a, adidas EQT Support Future, Collegiate Navy/Core Black-Running White, 2017-03-02, A collaboration inspired by Japanese street culture the White Mountaineering x EQT Support Future 'Navy' features a black and grey glitch camo design throughout its upper. The Collegiate Navy Three-Stripes worked into the lacing system sport 'White Mountaineering' in white with a heel overlays also supporting the laces. A white Boost midsole provides cushioning underfoot.
adidas NMD R1 Icey Blue White (W), adidas, BY8763, 170, 223, 125, 125, 6374ff4bc30ceb3748b4842b, adidas NMD R1, Icey Blue/Icey Blue/Running White, 2017-08-18, The Wmns NMD_R1 Primeknit 'France' puts a minimalist colorway on its running design. The shoe's Primeknit upper emerges entirely in Ice Blue including on the welded Three-Stripes and the heel patch. Supported by a sock-like collar the shoe rests on a white Boost midsole with grey EVA plugs matched by the rubber outsole. The forefoot plug sports 'The Brand with the Three Stripes' in French.
adidas Stan Smith Pharrell Blank Canvas, adidas, DA9611, 160, 100, 120, 120, 6374ff4bc30ceb3748b4842c, adidas Stan Smith, Cream White/Running White/Running White, 2018-02-23, Inspired by India’s Holi Festival of Color Pharrell and adidas Originals joined forces to deliver the three-sneaker ‘Blank Canvas’ pack. The Stan Smith Hu Holi 'Cream White' was released in February 2018 and boasts its Primeknit upper laces rubber midsole and pimple outsole all decked in Cream White. The sneaker is accented by a pure white leather lining multicolored co-branded insoles and 3-Stripes on the heel.
adidas Ultra Boost Laceless Oreo, adidas, BB6141, 200, 213, 119, 119, 6374ff4bc30ceb3748b4842f, adidas Ultra Boost Laceless, Running White/Running White/Core Black, 2017-11-29, The UltraBoost Laceless 'Oreo' features a mix of black and white throughout its Primeknit upper that gives the shoe its name. Reinforced with a compression fit to compensate for the laceless build the midfoot also sports a more supportive construction to make up for the lack of a lacing cage. A white heel counter matches the Boost midsole with a black rubber outsole providing traction.
adidas Human Race NMD Pharrell x Chanel, adidas, D97921, 1160, 6000, 8000, 8000, 6374ff4bc30ceb3748b48431, adidas Human Race NMD, Core Black/Running White, 2017-11-21, Pharrell and adidas joined forces on this highly limited edition of the NMD Human Race with historic fashion house Chanel. In November 2017 five hundred pairs were made accessible to the public through a random draw by Colette the famous Parisian design store that the following month shut down its doors for good. The shoe features a straightforward color scheme in black and white highlighted by 'Pharrell' and 'Chanel' printed on top of left and right shoes vamp.
adidas AM4PAR Paris Tactile Green (W), adidas, G25951, 200, 108, 64, 64, 6374ff4bc30ceb3748b48435, adidas AM4PAR, Tactile Green/Core Black/Running White, 2018-04-26, As part of the AM4 project—a series created to honor six cities around the world—the ‘Paris’ edition of adidas’ Speedfactory silhouette was designed using insight from Parisian athletes. It features a Tactile Green textured knit upper digitally-bonded white boost Midsole and black stretchweb outsole. The shoe also boasts an NFC chip in the tongue SpeedFactory floating torsion bar and digitally-placed white SpeedFactory fit patches on the upper. The sneaker was crafted at adidas' SpeedFactory facility in Germany.
adidas NMD R1 Ash Pearl (W), adidas, CQ2012, 170, 150, 84, 79, 6374ff4bc30ceb3748b4843b, adidas NMD R1, Ash Pearl/Chalk White/Running White, 2017-12-02, The women’s NMD_R1 ‘Chalk Pearl’ applies a pastel hue to the sneaker’s stretch mesh upper designed to hug the foot with sock-like comfort. Welded three-stripes and a molded heel tab maintain the subdued color scheme while a full-length Boost midsole offers lightweight and responsive cushioning with each step. The kicks are finished with a semi-translucent rubber outsole.
adidas Busenitz PureBoost Triple White, adidas, BB8376, 180, 85, 80, 80, 6374ff4bc30ceb3748b4843c, adidas Busenitz PureBoost, Running White/Running White/Running White, 2017-04-20, The Busenitz PureBoost 'White' adds adidas' signature cushioning while stripping Dennis Busentiz's signature shoe of color. The Primeknit upper emerges in white with off-white overlays on the toe. Supported up top by a heel counter and a molded wraparound tongue the off-white midsole incorporates Boost cushioning.
adidas FutureCraft 4D White Ash Green (F&F), adidas, BD7701, 300, 505, 319, 319, 6374ff4bc30ceb3748b4843e, adidas FutureCraft 4D, Running White/Grey Five/Ash Green, 2018-02-16, The adidas Futurecraft 4D FF ‘White’ places the spotlight on its lattice-like midsole in Ash Green developed by using light and oxygen through an innovative process called Digital Light Synthesis which eliminates the need for prototyping molds. Up top a breathable Primeknit build in white is accented by tonal three-stripes and contrast stitch detailing.
adidas I-5923 Vista Grey, adidas, BB2089, 130, 199, 190, 108, 6374ff4bc30ceb3748b48440, adidas I-5923, Vista Grey/Running White, 2017-03-01, Adding to adidas’ Iniki Runner line the Iniki Runner ‘Vista Grey’ sports a simple two-tone look that emphasizes the performance build. The upper features a stretch mesh and suede build that’s designed for a sock-like fit while jagged Three-Stripes branding stands out on the side wall. A shiny trefoil logo on the tongue and gold foil ‘Iniki’ add further elevated touches while the white Boost unit underfoot provides cushioning.
adidas EQT Cushion Adv Collegiate Royal, adidas, CQ2380, 130, 111, 75, 75, 6374ff4bc30ceb3748b48441, adidas EQT Cushion Adv, Collegiate Royal/Running White, 2017-12-07, The EQT Cushion ADV 'Royal' puts a Royal finish throughout its breathable knit upper. Welded Three-Stripes contrast the look in white with a tonal suede overlay supported by a TPU insert. More white emerges on the EVA midsole which is wrapped in a PU cage while a black rubber outsole with a herringbone pattern provides traction.
adidas Rivalry Hi Eric Emanuel Floral, adidas, F35092, 150, 100, 182, 182, 6374ff4bc30ceb3748b48442, adidas Rivalry Hi, Off White/Raw Pink/Running White, 2019-04-27, A collaboration between Eric Emanuel and adidas the Eric Emanuel x Rivalry Hi OG 'Floral' features inspiration from Emanuel's travels. The shoe's leather upper incorporates a floral graphic throughout modeled after faded hotel wallpaper. Raw Pink contrast stitching accents the design with off-white Three-Stripes on the side wall. The insole sports special branding while a unique traction pattern marks the outsole.
adidas Iniki Runner Pearl Grey, adidas, BB2101, 120, 179, 149, 149, 6374ff4bc30ceb3748b48443, adidas Iniki Runner, Running White/Footwear White/Pearl Grey/Core Black, 2017-04-20, Harking back to the vintage running style of the ‘70s the Iniki Runner ‘Pearl Grey’ takes on an understated color scheme that combines a white mesh upper with grey accents on the signature three-stripes leather heel tab and suede overlays wrapped around both the toe and heel. The retro-inspired looks up top are contrasted by a modern Boost midsole.
adidas NMD CS2 United Arrows & Sons, adidas, DA9089, 220, 112, 140, 140, 6374ff4bc30ceb3748b48444, adidas NMD CS2, Core Black/Core Black/Running White, 2018-01-20, Released in January 2018 the ‘Black White’ NMD_CS2 Primeknit is a joint effort between adidas Originals and Tokyo-based streetwear brand United Arrows & Sons and was part of a capsule collection that featured athletic apparel and a collaborative NMD_R2 as well. Boasting a tongue label and medial TPU sheet designed by Japanese artist Kosuke Kawamura the low-top slip-on also features a heathered Primeknit upper white Boost midsole and a black rubber outsole.
adidas Tennis Hu Pharrell Green Glow, adidas, BY8717, 110, 120, 73, 73, 6374ff4bc30ceb3748b48445, adidas Tennis Hu, Running White/Running White/Green Glow, 2017-08-04, The Pharrell x Tennis Hu ‘White’ presents a contemporary take on a classic tennis shoe. A breathable one-piece upper constructed from lightweight mesh in white rests on a textured midsole in a matching white finish. Contrasting pops of bright green appear on the tongue tag and heel tab the latter featuring Pharrell’s signature equal-sign emblem.
adidas Crazy BYW 2 Trace Maroon, adidas, B37555, 140, 66, 52, 52, 6374ff4bc30ceb3748b48447, adidas Crazy BYW 2, Trace Maroon/Running White/Clear Orange, 2018-11-01, adidas retools the design of their hoops-inspired BYW offering with the LVL 2 which transforms the high-top aesthetic into a low-cut design. Referencing the Feet You Wear concept from the '90s the shoe aligns with the brand’s ‘Boost You Wear’ campaign featuring a triple-pod midsole design with Boost technology. The sneaker incorporates a sock-like fit up top with Trace Maroon hits on the mesh upper and an asymmetrical lacing system that’s delivers Three-Stripes branding.
adidas Crazy 8 Nightmare Before Christmas, adidas, D73959, 125, 315, 300, 300, 6374ff4bc30ceb3748b48449, adidas Crazy 8, Black 1/Collegiate Purple/Running White, 2013-12-20, The Crazy 8 ‘Nightmare Before Christmas’ takes the already bold design of the retro silhouette and applies an eye-catching design theme inspired by the 1993 Tim Burton film of the same name. Details include shiny purple coloring throughout the upper accented with black speckled overlays and a translucent rubber outsole. The latter two components are treated with a glow-in-the-dark finish.
adidas Ultra Boost 4.0 Grey Four, adidas, CP9251, 180, 150, 121, 104, 6374ff4bc30ceb3748b4844f, adidas Ultra Boost 4.0, Grey Four/Grey Four/Running White, 2018-02-21, The UltraBoost 4.0 ‘Grey Four’ features ribbed Primeknit construction throughout the upper. The breathable material is constructed primarily from black and grey yarns along with pops of teal for a subtle mélange effect. A matte grey midfoot cage is complemented by a white molded heel counter while a matching white Boost midsole rides on a black rubber outsole for durable traction.
adidas ACE 16+ Ultra Boost Triple White, adidas, AC7750, 200, 354, 209, 175, 6374ff4bc30ceb3748b48451, adidas ACE 16+ Ultra Boost, Running White/Running White/Running White, 2017-11-17, The Ace 16+ PureControl UltraBoost 'Triple White' takes cues from soccer footwear with a white Primeknit upper inspired by the design of the PureControl. Supported by a sock-like collar and external heel counter the laceless design includes pull tabs at the tongue and heel. A tonal Boost unit provides cushioning underfoot.
adidas NMD R2 White Mountaineering Navy, adidas, BB3072, 225, 55, 65, 26, 6374ff4bc30ceb3748b48452, adidas NMD R2, Collegiate Navy/Running White-Running White, 2017-03-02, The White Mountaineering x NMD R2 PK 'Collegiate Navy' is the result of a collaboration between adidas and White Mountaineering. Featuring a Collegiate Navy Primeknit upper the shoe is accented by co-branded Three-Stripes on the forefoot. A unique heel patch includes a heel pull-loop for easy on and off whlie the white Boost midsole is bolstered by a tonal EVA plug.
adidas Crazy BYW Bristol Studio SharpShooter, adidas, BB7669, 200, 181, 95, 95, 6374ff4bc30ceb3748b48456, adidas Crazy BYW, Collegiate Navy/Cloud White/Running White, 2018-11-17, Los Angeles design workshop Bristol Studio released its own take the adidas Crazy BYW resulting in the Bristol Studio x Crazy BYW ‘SharpShooter.’ The outlandish basketball silhouette features a mix of textured mesh suede and faded canvas on its Collegiate Navy and white upper. A popular Boost midsole and a gum outsole add a retro feel while ‘Bristol’ on the lateral side gives the nod to the collaboration.
adidas Stan Smith Boost White Green, adidas, BB0008, 120, 413, 2000, 2000, 6374ff4bc30ceb3748b4845a, adidas Stan Smith Boost, Running White/Running White-Green, 2017-03-01, The Stan Smith Boost 'White Green' updates the classic tennis silhouette while maintaining a signature color scheme. Featuring a white leather upper with perforated Three-Stripes green emerges on the tongue tag and heel patch. A white Boost unit provides cushioning underfoot.
adidas Crazy BYW 2 Bristol Studios, adidas, G27891, 180, 132, 85, 85, 6374ff4bc30ceb3748b4845c, adidas Crazy BYW 2, Running White/Cloud White/Customized, 2019-06-29, adidas tapped LA fashion brand Bristol Studio for the Bristol Studio x Crazy BYW 2 'Cloud White' part of a two-shoe pack. A collaborative take on the bold sneaker the Primeknit and leather construction features a neutral palette inspired by the laid-back atmosphere of Venice Beach accented by red across the middle of the design. Underfoot the signature segmented Boost midsole provides cushioning with a wing that climbs up the midfoot for support. A gum rubber outsole provides traction.
adidas NMD R1 Trace Scarlet (W), adidas, CQ2014, 130, 76, 55, 55, 6374ff4bc30ceb3748b48461, adidas NMD R1, Trace Scarlet/Trace Scarlet/Running White, 2018-03-01, The women’s NMD_R1 ‘Trace Scarlet’ shows off an eye-catching shade of red on a one-piece breathable Primeknit upper. A slightly darker shade of red is used on the welded three-stripes and molded heel tab while a black pull loop disrupts the monochromatic theme up top. Lightweight cushioning comes courtesy of a full-length Boost midsole in white supported by a translucent gum rubber outsole.
adidas EQT Support ADV Milled Leather Black, adidas, BB1295, 110, 125, 102, 102, 6374ff4bc30ceb3748b48462, adidas EQT Support ADV, Core Black/Core Black/Running White/Footwear White, 2017-04-28, Releasing as part of a Milled Leather four-pack this EQT Support ADV 'Milled Leather' features the same black and white colorway present in the rest of the collection. With laser-cut milled leather panels on the toe and under the signature heel cage the rest of the shoe takes on a more traditional knit construction. The Three-Stripes branding is worked into the lacing system and makes its way down to the white EVA midsole.
adidas NMD R1 Glitch Camo Grey Linen, adidas, CQ0858, 130, 101, 44, 44, 6374ff4bc30ceb3748b48467, adidas NMD R1, Grey Four/Linen/Running White, 2017-10-24, An exclusively colorway created for Foot Locker the Foot Locker x NMD_R1 'Grey Four' features a sock-like breathable mesh upper that works a mix of Grey Four and Linen into its glitch camo pattern. Solid Grey Four emerges on the fused Three-Stripes eyestay and heel patch while both colors come together on the EVA plugs. A white Boost unit is included for cushioning.
adidas Matchcourt A$AP Ferg Trap Lord, adidas, CG5615, 80, 445, 145, 145, 6374ff4bc30ceb3748b4846c, adidas Matchcourt, Running White/Scarlet/Chalk White, 2017-09-01, Released in September 2017 the ASAP Ferg x Matchcourt 'Trap Lord' features a white vulcanized sole gold foil branding a white leather upper and custom laces that quote his song “Strive.” It dropped as a part of A$AP Ferg’s second adidas Skateboarding ‘Trap Lord’ Collection.
adidas Consortium Arkyn x Naked (W), adidas, AC7669, 230, 105, 69, 69, 6374ff4bc30ceb3748b4846d, adidas Consortium Arkyn, Running White/Core Black/Core Red, 2018-02-01, Danish women's sneaker supplier Naked puts its spin on adidas’ Arkyn silhouette with this 'Core Black White' colorway. Boasting a knitted sock-like upper dressed in black and a white Boost-cushioned midsole the sneaker is accented by suede overlays and frayed detailing. Completing the look are Three Stripes on the medial side Naked branding on the sockliner and tongue and a black plug at the midsole.
adidas JS Wings 2.0 Black Patent, adidas, Q23668, 220, 1198, 1000, 1000, 6374ff4bc30ceb3748b4846f, adidas JS Wings 2.0, Supplier Colour/Black 1/Running White, 2013-02-04, The Jeremy Scott x Wings 2.0 ‘Black’ showcases a sleek monochromatic finish on a shiny patent leather upper. The same material is utilized on the sneaker’s signature wings and even on the tongue which is topped by a tonal woven tag. Grid detailing in white appears on the medial-side midsole offering the only bit of contrast from the triple-black aesthetic.
adidas NMD R1 Black White Trace Khaki, adidas, CQ0760, 130, 150, 145, 130, 6374ff4bc30ceb3748b48470, adidas NMD R1, Core Black/Running White/Trace Khaki, 2017-10-01, Released in 2017 as a Champs exclusive the Champs Sports x NMD_R1 ‘Black Wool’ features a breathable stretch mesh upper with welded black TPU 3-Stripes branding and Sand accents on the heel and EVA midsole bumpers.
adidas Iniki Runner Grey Four Core Black, adidas, BY9732, 120, 461, 145, undefined, 6374ff4bc30ceb3748b48472, adidas Iniki Runner, Grey/Core Black/Running White, 2017-10-12, The Iniki Runner 'Grey Black' features a simple look on its retro design. The shoe's stretch mesh upper is finished in grey with tonal suede overlays on the toe heel and eyestay. Black serrated Three-Stripes stand out on the side wall accented by gold Iniki branding. A white Boost midsole provides cushioning and contrast.
adidas NMD R1 Glitch Medium Grey (W), adidas, BY3035, 130, 245, 59, 59, 6374ff4bc30ceb3748b48476, adidas NMD R1, Utility Black/Running White/Footwear White/Multi Solid Grey, 2017-04-06, The women’s NMD R1 ‘Midnight Grey’ utilizes its all-knit upper to show off a two-tone glitch camo pattern. The varying grey shades are contrasted by white welded three-stripes and matching white on the trefoil-branded heel tab. Lightweight cushioning comes courtesy of a white Boost midsole finished with dual EVA plugs in white and grey.
adidas Focusbreathein Dash Grey (W), adidas, EG1096, 100, 39, 47, 47, 6374ff4bc30ceb3748b48479, adidas Focusbreathein, Dash Grey/ Shock Yellow/ Running White, 2020-01-30, Drawing from the idea of 'glowing from within' the Wmns Focus BreatheIn 'Shock Yellow' emerges with a semitranslucent construction on the upper. Finished in Dash Grey and Running White the upper is highlighted by Shock Yellow on the Three-Stripes. A molded 3D heel is included for stability while underfoot a Bouncelite EVA midsole provides cushioning giving way to a contoured rubber outsole for traction.
adidas Swift Run Summer Spice, adidas, CQ3086, 85, 490, 200, 200, 6374ff4bc30ceb3748b4847a, adidas Swift Run, Trace Orange/Trace Orange/Running White, 2018-05-10, In May 2018 adidas Originals unveiled a four-sneaker ‘Summer Spice’ pack that included this modernized Swift Run runner. Sporting a knit Trace Orange upper and teal laces (with a matching heel pull tab) the sneaker then keeps it simple with a white EVA midsole and black Three Stripes branding. Finishing off the fit is a temperature-regulating Outlast sockliner
adidas Crazy 8 A/D Workshop, adidas, AC7737, 220, 130, 133, 133, 6374ff4bc30ceb3748b48484, adidas Crazy 8, Running White/Core Red/Core Black, 2018-02-01, adidas’ Crazy 8 A//D was designed to embrace futurism and in this ‘White Red Black' colorway a collaboration with Nice Kicks the silhouette boasts tonal color-blocking plus a suede overlay in grey. Its stretch mesh upper features a revised but simple lacing system and the heel sports “A//D” branding.
adidas NMD XR1 Ice Purple (W), adidas, BB2367, 150, 181, 125, 125, 6374ff4bc30ceb3748b48485, adidas NMD XR1, Ice Purple/Mid Grey/Running White, 2016-12-03, The women’s NMD_XR1 ‘Ice Purple’ makes use of a textile knit upper that blends contrasting yarns in grey and light purple resulting in unique glitch pattern that enhances the shoe’s minimalist design. Details include a midfoot cage and leather heel patch both rendered in grey and complemented by a matching grey EVA plug on the medial side. A gum rubber outsole delivers grippy traction underfoot.
adidas EQT Support 93/17 Berlin BVG, adidas, DB3578, 215, 836, 895, 895, 6374ff4bc30ceb3748b48486, adidas EQT Support 93/17, Core Black/Multi-Color/Running White, 2018-01-16, A collaboration with Berlin’s Overkill adidas’ EQT Support 93/17 ‘Berliner Verkehrsbetriebe’ celebrates Berlin’s public transport company. The TPU heel counter features the camo pattern found on BVG’s seat upholstery while yellow laces with red aglets a white Boost midsole and a black outsole complete the look. The sneaker’s ticket-inspired tongue tag serves as an annual ticket for the BVG public transport network and the limited 500 pairs were released exclusively at Overkill.
adidas NMD R1 Black Carbon (W), adidas, CQ2011, 170, 140, 73, 73, 6374ff4bc30ceb3748b48487, adidas NMD R1, Core Black/Carbon/Running White, 2017-12-02, Also known as the 'Black Carbon' the Wmns NMD_R1 'Black Indigo' features a subtle striped pattern on its black stretch mesh upper. Underfoot the subuded look is broken up by a white Boost midsole and a Chalk Pearl rear EVA plug with a translucent finish on the rubber outsole.
adidas LXCON 94 Hi-Res Aqua, adidas, EE5295, 140, 118, 39, 39, 6374ff4bc30ceb3748b4848a, adidas LXCON 94, Running White/Core Black-Hi-Res Aqua, 2019-10-01, The LXCON 94 'Hi Res Aqua' brings back the vintage look of the original adidas Lexicon featuring off-white nubuck overlays atop a microperforated leather upper in a vibrant teal hue. A translucent tube is integrated into the collar and eyestay for even distribution of pressure while the EVA midsole is fitted with adiPRENE cushioning at the heel for a smooth and comfortable ride.
adidas Adilette Bristol Studios, adidas, G26628, 75, 198, 70, 60, 6374ff4bc30ceb3748b48499, adidas Adilette, Running White/Cloud White/Customized, 2019-06-29, LA lifestyle brand Bristol Studio teamed up with adidas to create the Bristol Studio x Adilette Slide 'Early Millennial Hip Hop' which released as part of a two-shoe pack. The slide features a look inspired by early 2000s hip-hop videos with a vibrant patchwork midfoot strap and a luxe leather lining for comfort. Bristol Studio branding appears on the footbed.
adidas JS Wings 2.0 Pixel, adidas, G95769, 220, undefined, 120, 550, 6374ff4bc30ceb3748b4849c, adidas JS Wings 2.0, Running White/Black 1/Running White, 2013-07-20, The JS Wings 2.0 Pixel features a simple black and white design with a throwback twist. The high-top’s signature three-stripes and wings are formed with crudely rendered black lines that recall pixelated 8-bit graphics. The rest of the upper is constructed from white full-grain leather mounted atop a matching white midsole accented with contrast black stitching.
adidas Ultraboost ATR Reigning Champ Core Black, adidas, DB2043, 240, 229, 240, 240, 6374ff4bc30ceb3748b4849d, adidas Ultraboost ATR, Core Black/Core Black/Running White, 2018-02-22, A collaboration between adidas and Vancouver-based sportswear label Reigning Champ this UltraBoost ATR Mid 'Core Black' is made for the outdoors with its water-repellent coating all-terrain-ready rubber outsole and coverage-providing ankle collar. The mid-top also features a heathered Primeknit upper made of black and white yarn and a full-length Boost midsole.
adidas EQT Support Adv Chinese New Year (2018), adidas, DB2541, 140, 255, 116, 116, 6374ff4bc30ceb3748b484a1, adidas EQT Support Adv, Running White/Running White/Scarlet, 2018-01-13, adidas’ EQT Support ADV ‘CNY’ celebrates the Chinese New Year with more than just a red and white colorway but also features a paper lantern emblem on the insole and the Chinese character ‘LU’—meaning ‘wealth’—on the heel patch. The shoe additionally sports a sock-like construction knit upper TPU heel overlay and EVA midsole.
adidas NMD R2 United Arrows & Sons, adidas, DA8834, 220, 82, 59, 59, 6374ff4bc30ceb3748b484aa, adidas NMD R2, Core Heather/Matte Silver/Running White, 2018-01-20, Released in January 2018 the ‘Core Heather’ NMD_R2 is a joint effort between adidas Originals and Tokyo-based streetwear brand United Arrows & Sons and was part of a capsule collection that featured athletic apparel and a collaborative NMD CS2 as well. Boasting tongue and heel patch graphics designed by Japanese artist Kosuke Kawamura it also features a heathered grey Primeknit upper white Boost midsole with matte silver medial EVA plugs and navy blue rubber outsole with pink highlights. Reflective 3-Stripes on the side panels complete the look.
adidas EQT Support ADV 910 White Core Black, adidas, BB5919, 150, 250, 195, 195, 6374ff4bc30ceb3748b484ac, adidas EQT Support ADV, Running White/Running White/Core Black, 2016-06-25, The ADV 91-16 ' 910 ' Equipment Support features a two-tone black and white rendering that features a largely mesh upper with a mono-sock structure. Seamless overlays are intended for stabilization along the toe midfoot and heel. Tonal Three-Stripes branding is worked into the lace setup while green tones appear on the outsole and on the ' 346 ' and ' 910 ' logos.
adidas NMD R2 Chinese New Year (2018), adidas, DB2570, 150, 175, 142, 142, 6374ff4bc30ceb3748b484ad, adidas NMD R2, Running White/Running White/Scarlet, 2018-01-13, When adidas released the NMD_R2 'CNY’ it was to celebrate the 2018 Chinese New Year otherwise known as the Year of the Dog and deliver a stripped-down iteration of the classic NMD_R2. The low-top ‘CNY’ features a white open mesh upper for a lightweight and breathable feel Crimson detailing on the leather heel counter tongue and pull tabs and a padded collar for a snug fit.
adidas Edge XT Core Black, adidas, EE4162, 100, 76, 48, 48, 6374ff4bc30ceb3748b484b2, adidas Edge XT, Core Black/Solar Red/Running White, 2020-01-02, A performance shoe the Edge XT 'Solar Red' features vibrant accents. The shoe's upper is built with a black textile base overlaid by tonal TPU and bolstered by an external heel counter. Underfoot a white Bounce Lite midsole provides cushioning and contrast working with an X-shaped Torsion bar for stability. Solar Red highlights the rubber outsole which climbs up the midfoot and heel.
adidas Retrorun Core Black (W), adidas, EH1859, 85, 50, 41, 41, 6374ff4bc30ceb3748b484b6, adidas Retrorun, Core Black/Running White/Alumina, 2020-01-13, The Wmns Retrorun 'Core Black' is a women's shoe. The retro-inspired lifestyle runner is built with a black nylon base overlaid by synthetic leather and suede. Running White accents emerge throughout including on the signature Three-Stripes. Underfoot a rippled rubber outsole is included for traction.
adidas Futurecraft 4D White Ash Green, adidas, BD7701, 300, 937, 319, 319, 6374ff4bc30ceb3748b484bb, adidas Futurecraft 4D, Running White/Grey Five/Ash Green, 2018-02-16, The adidas Futurecraft 4D FF ‘White’ places the spotlight on its lattice-like midsole in Ash Green developed by using light and oxygen through an innovative process called Digital Light Synthesis which eliminates the need for prototyping molds. Up top a breathable Primeknit build in white is accented by tonal three-stripes and contrast stitch detailing.
adidas Focusbreathein Dash Green (W), adidas, EE7721, 100, 153, 50, 50, 6374ff4bc30ceb3748b484bd, adidas Focusbreathein, Dash Green/ Signal Coral/ Running White, 2020-01-30, The Wmns Focus BreatheIn 'Signal Coral' emerges with a unique construction designed to create a 'glowing from within' effect inspired by a runner's energy. Built with a mesh base the upper is overlaid by transparent layers finished in Dash Green and Signal Coral. Underfoot a Bouncelight midsole provides cushioning giving way to a semitranslucent rubber outsole for traction.
adidas Dame 4 Black History Month (2018), adidas, AQ0380, 115, undefined, undefined, undefined, 6374ff4bc30ceb3748b484bf, adidas Dame 4, Core Black/Running White/Grey, 2018-02-01, Designed to celebrate 2018’s Black History Month Damian Lillard’s aptly-titled Dame 4 'BHM' gives nod to the Apollo Theater and Savoy Ballroom—notable landmarks of the Harlem Renaissance—with a detailed pattern embellishing its black and white colorway. The lightweight sneaker also sports a circular knit upper white Three Stripes branding on the lateral heel and Lillard’s signature on the medial heel.
adidas Ultra Boost 2.0 LGC Chocolate, adidas, S80258, undefined, 3016, 2000, 2000, 6374ff4bc30ceb3748b484c0, adidas Ultra Boost 2.0, Simple Brown/Running White/Bliss, 2016-06-29, The UltraBoost 2.0 LGC 'Chocolate' features a neutral look that works a series of brown shades into its patterned Primeknit upper. The lacing cage and tongue add hits of genuine leather while a tonal heel counter supports the fit. A white Boost midsole and black Stretchweb outsole provide cushioning and traction.
adidas Human Race NMD Pharrell x Chanel (Sample), adidas, D97921, 1160, undefined, 8000, 8000, 6374ff4bc30ceb3748b484cd, adidas Human Race NMD, Core Black/Running White, 2017-11-21, Pharrell and adidas joined forces on this highly limited edition of the NMD Human Race with historic fashion house Chanel. In November 2017 five hundred pairs were made accessible to the public through a random draw by Colette the famous Parisian design store that the following month shut down its doors for good. The shoe features a straightforward color scheme in black and white highlighted by 'Pharrell' and 'Chanel' printed on top of left and right shoes vamp.
